,count
"('in', 'booking', 'rooms')",1
"('booking', 'rooms', 'for')",1
"('rooms', 'for', 'your')",1
"('a', 'better', 'reviews')",1
"('reviews', 'on', 'their')",1
"('on', 'their', 'decor?')",1
"('try', 'to', 'select')",1
"('to', 'select', 'a')",1
"('select', 'a', 'larger')",1
"('a', 'larger', 'one')",1
"('larger', 'one', 'for')",1
"('one', 'for', 'you,')",1
"('for', 'you,', 'if')",1
"('you,', 'if', ""that's"")",1
"('if', ""that's"", 'acceptable')",1
"(""that's"", 'acceptable', 'for')",1
"('acceptable', 'for', 'you?')",1
"('help', 'you', 'find?')",1
"('make', 'a', 'table')",1
"('a', 'table', 'reservation')",1
"('table', 'reservation', 'or')",1
"('reservation', 'or', 'try')",1
"('or', 'try', 'someplace')",1
"('try', 'someplace', 'else?')",1
"('book', 'it', 'anyway?')",1
"('about', 'either', 'place?')",5
"('at', 'the', 'Gonville')",1
"('to', 'try', 'that?')",1
"('for', 'another', 'Indian')",1
"('another', 'Indian', 'restaurant')",1
"('Indian', 'restaurant', 'for')",1
"('check', 'on', 'some')",4
"('on', 'some', 'other')",4
"('places', 'with', 'higher')",1
"('book', 'the', 'restaurant?')",1
"('ahead', 'and', 'reserve')",2
"('and', 'reserve', 'a')",2
"('table', 'for', '5')",1
"('for', '5', 'people?')",1
"('table', 'at', 'the')",2
"('at', 'the', 'restaurant')",2
"('to', 'find', 'somewhere')",3
"('find', 'somewhere', 'else?')",1
"('you', 'need', 'me')",1
"('need', 'me', 'to')",1
"('search', 'for', 'additional')",2
"('for', 'additional', 'information?')",2
"('would', 'like', 'me')",3
"('more', 'information', '?')",2
"('If', ""that's"", 'important')",1
"(""that's"", 'important', 'to')",1
"('important', 'to', 'you,')",1
"('to', 'you,', 'perhaps')",1
"('you,', 'perhaps', 'we')",1
"('perhaps', 'we', 'should')",1
"('we', 'should', 'look')",1
"('should', 'look', 'at')",1
"('like', 'to', 'get')",3
"('get', 'a', 'room')",2
"('more', 'questions', 'for')",4
"('like', 'the', 'table?')",1
"('you', 'have', 'questions')",1
"('have', 'questions', 'about')",1
"('questions', 'about', 'any')",1
"('about', 'any', 'other')",2
"('any', 'other', 'items')",1
"('other', 'items', 'on')",1
"('items', 'on', 'the')",1
"('on', 'the', 'menu')",1
"('menu', 'at', 'La')",1
"('at', 'La', 'Tasca?')",1
"('have', 'a', 'table')",3
"('a', 'table', 'available?')",1
"('find', 'any', 'other')",1
"('other', 'information', 'for')",3
"('at', 'other', 'dining')",1
"('other', 'dining', 'options?')",1
"('sound', 'like', 'a')",6
"('like', 'a', 'place')",3
"('a', 'place', ""you'd"")",3
"('place', ""you'd"", 'like')",3
"('like', 'to', 'go?')",3
"('more', 'about', 'Curry')",3
"('about', 'Curry', 'Garden?')",2
"('questions', 'about', 'this')",7
"('you', 'a', 'reservation')",9
"('more', 'about', 'Cityroomz')",1
"('about', 'Cityroomz', 'or')",1
"('Cityroomz', 'or', 'would')",1
"('anything', 'else', 'before')",3
"('else', 'before', 'making')",1
"('for', 'other', 'options?')",3
"('questions', 'to', 'ask')",1
"('to', 'ask', 'about')",2
"('ask', 'about', 'Warkworth')",1
"('about', 'Warkworth', 'House')",1
"('Warkworth', 'House', 'and')",1
"('House', 'and', 'its')",1
"('and', 'its', 'amenities?')",1
"('Does', 'this', 'sound')",1
"('this', 'sound', 'like')",1
"('like', 'to', 'visit?')",1
"('Can', 'I', 'look')",1
"('I', 'look', 'into')",1
"('into', 'another', 'location')",1
"('questions', 'about', 'Lan')",2
"('about', 'Lan', 'Hong')",2
"('Lan', 'Hong', 'House?')",4
"('the', 'hotel', 'that')",1
"('hotel', 'that', 'I')",1
"('about', 'the', 'B&B?')",1
"('book', 'that', 'table?')",1
"('else,', 'or', 'shall')",3
"('for', 'you', 'tonight')",1
"('you', 'tonight', 'or')",1
"('tonight', 'or', 'would')",1
"('look', 'at', 'alternatives?')",1
"('like', 'to', 'reservation?')",1
"('information', 'about', 'this')",1
"('number', 'to', 'contact')",2
"('the', 'hotel', 'directly')",1
"('hotel', 'directly', 'about')",1
"('directly', 'about', 'their')",1
"('about', 'their', 'WiFi')",1
"('their', 'WiFi', 'policies?')",1
"('Or', 'is', 'there')",1
"('is', 'there', 'something')",1
"('there', 'something', 'else')",3
"('something', 'else', 'you')",2
"('else', 'you', 'need?')",5
"('for', 'another', 'hotel?')",3
"('What', 'would', 'you')",1
"('like', 'to', 'do?')",1
"('about', 'the', 'Acorn')",4
"('the', 'Acorn', 'for')",1
"('Acorn', 'for', 'you?')",1
"('reservation', 'at', 'one')",3
"('of', 'the', 'establishments?')",1
"('If', 'seats', 'are')",1
"('seats', 'are', 'available')",1
"('are', 'available', 'and')",1
"('available', 'and', 'the')",1
"('and', 'the', 'weather')",1
"('the', 'weather', 'is')",1
"('weather', 'is', 'good,')",1
"('is', 'good,', 'would')",1
"('good,', 'would', 'you')",1
"('to', 'book', 'an')",1
"('book', 'an', 'outdoor')",1
"('an', 'outdoor', 'table?')",2
"('look', 'into', 'it?')",1
"('', 'might', 'I')",1
"('might', 'I', 'suggest')",1
"('I', 'suggest', 'some')",1
"('suggest', 'some', 'place')",1
"('out', 'any', 'other')",2
"('other', 'information', 'or')",2
"('information', 'or', 'would')",4
"('anything', 'else', 'tonight?')",1
"('for', 'a', 'reservation')",1
"('more', 'affordable', 'prices')",1
"('affordable', 'prices', 'that')",1
"('prices', 'that', 'serves')",1
"('that', 'serves', 'Kung')",1
"('serves', 'Kung', 'Pao')",1
"('Kung', 'Pao', 'Chicken?')",1
"('room', 'there', 'tonight?')",3
"('to', 'make', 'sure')",1
"('make', 'sure', 'you')",1
"('sure', 'you', 'can')",1
"('a', 'table', 'on')",2
"('table', 'on', 'the')",2
"('on', 'the', 'skyline')",1
"('the', 'skyline', 'side?')",1
"('anything', 'else', 'i')",1
"('else', 'i', 'can')",1
"('i', 'can', 'help')",2
"('can', 'I', 'tell')",5
"('you', 'about', 'them?')",10
"('me', 'look', 'into')",4
"('into', 'another', 'place?')",4
"('questions,', 'or', 'should')",1
"('else', 'about', 'Charlie')",1
"('about', 'Charlie', 'Chan')",1
"('Charlie', 'Chan', 'for')",1
"('Chan', 'for', 'you?')",1
"('try', 'to', 'book')",3
"('a', 'table', 'with')",4
"('table', 'with', 'a')",4
"('with', 'a', 'view?')",1
"('with', 'anything', 'else,')",2
"('else,', 'or', 'book')",2
"('know', 'about', 'Cityroomz?')",1
"('reservation', 'or', 'have')",1
"('or', 'have', 'any')",1
"('The', 'Express', 'by')",1
"('Express', 'by', 'holiday')",1
"('by', 'holiday', 'inn')",1
"('holiday', 'inn', 'cambridge')",1
"('inn', 'cambridge', 'is')",1
"('cambridge', 'is', 'said')",1
"('is', 'said', 'to')",1
"('said', 'to', 'be')",1
"('be', 'a', 'bit')",1
"('a', 'bit', 'overpriced')",1
"('bit', 'overpriced', 'according')",1
"('overpriced', 'according', 'to')",1
"('according', 'to', 'most')",1
"('to', 'most', 'guests')",1
"('most', 'guests', 'Want')",1
"('guests', 'Want', 'to')",1
"('more', 'about', 'City')",1
"('about', 'City', 'Centre?')",1
"('like', 'to', 'take')",2
"('to', 'take', 'a')",2
"('take', 'a', 'look')",1
"('a', 'look', 'at')",1
"('like', 'a', 'restaurant')",1
"('restaurant', 'that', ""you'd"")",1
"('that', ""you'd"", 'like')",2
"('to', 'go', 'to?')",1
"('like', 'to', 'stay?')",1
"('some', 'other', 'locations?')",3
"('you', 'about', 'Bankok')",1
"('about', 'Bankok', 'City?')",1
"('like', 'some', 'information')",1
"('some', 'information', 'on')",1
"('information', 'on', 'hotels')",1
"('on', 'hotels', 'with')",1
"('hotels', 'with', 'larger')",1
"('with', 'larger', 'rooms?')",3
"('to', 'check', 'for')",1
"('check', 'for', 'some')",1
"('for', 'some', 'larger')",1
"('some', 'larger', 'rooms?')",1
"('try', 'another', 'location?')",1
"('Shall', 'we', 'book')",1
"('Wouls', 'you', 'like')",1
"('information', 'on', 'Arbury')",1
"('on', 'Arbury', 'Lodge')",1
"('Should', 'I', 'try')",7
"('I', 'try', 'another')",5
"('Should', 'I', 'add')",1
"('I', 'add', 'a')",1
"('add', 'a', 'request')",1
"('a', 'request', 'for')",1
"('request', 'for', 'outdoor')",1
"('for', 'outdoor', 'dining')",1
"('outdoor', 'dining', 'to')",1
"('dining', 'to', 'your')",1
"('to', 'your', 'reservation?')",2
"('Want', 'to', 'try')",2
"('to', 'try', 'it')",5
"('try', 'it', 'anyway?')",1
"('another', 'restaurant', ""that's"")",1
"('restaurant', ""that's"", 'got')",1
"('got', 'a', 'better')",1
"('information', 'about', 'Hotpot?')",1
"('check', 'on', 'table')",2
"('on', 'table', 'availability')",2
"('table', 'availability', 'for')",2
"('some', 'other', 'information')",1
"('other', 'information', 'on')",1
"('them', 'or', 'would')",3
"('with', 'a', 'hotel')",1
"('a', 'hotel', 'booking')",1
"('hotel', 'booking', 'at')",1
"('booking', 'at', 'this')",1
"('I', 'make', 'the')",2
"('make', 'the', 'reservation')",1
"('the', 'reservation', 'now?')",1
"('table', 'or', 'do')",2
"('any', 'additional', 'questions?')",2
"('information', 'about', 'either')",3
"('either', 'of', 'these')",1
"('of', 'these', 'restaurants?')",2
"('about', 'the', 'Ugly')",2
"('the', 'Ugly', 'Duckling?')",1
"('you', 'like', 'their')",2
"('like', 'their', 'telephone')",1
"('their', 'telephone', 'number?')",1
"('', 'anything', 'else')",3
"('there', 'anything', 'further')",1
"('anything', 'further', 'that')",1
"('further', 'that', 'I')",1
"('Any', 'other', 'questions')",1
"('do', 'you', 'think...would')",1
"('you', 'think...would', 'you')",1
"('think...would', 'you', 'like')",1
"('check', 'another', 'place?')",2
"('a', 'booking', 'there')",1
"('booking', 'there', 'now')",1
"('there', 'now', 'or')",1
"('now', 'or', 'can')",1
"('check', 'on', 'a')",1
"('on', 'a', 'table')",1
"('with', 'a', 'good')",2
"('a', 'good', 'view?')",2
"('How', 'many', 'nights')",1
"('many', 'nights', 'would')",1
"('nights', 'would', 'you')",1
"('like', 'to', 'reserve?')",1
"('Pizza', 'Hut', 'Fen')",2
"('Hut', 'Fen', 'Ditton?')",2
"('Will', 'this', 'work')",1
"('this', 'work', 'for')",1
"('questions', 'or', 'shall')",3
"('to', 'book', 'you?')",3
"('that', 'you', 'need')",2
"('Would', 'you', 'more')",1
"('you', 'more', 'information')",4
"('the', 'Curry', 'Prince?')",1
"('place', 'that', 'is')",2
"('that', 'is', 'known')",1
"('is', 'known', 'for')",1
"('known', 'for', 'big')",1
"('for', 'big', 'portions?')",1
"('more', 'about', 'this?')",1
"('about', 'the', 'Kirkwood')",1
"('the', 'Kirkwood', 'House?')",1
"('more', 'or', 'would')",1
"('like', 'more', 'infromation?')",1
"('that', 'sound', 'OK?')",2
"('that', 'you', 'would')",3
"('on', 'availability', 'at')",1
"('availability', 'at', 'your')",1
"('at', 'your', 'desired')",1
"('your', 'desired', 'time?')",1
"('better', 'staff', 'reviews?')",4
"('on', 'availability', 'and')",2
"('availability', 'and', 'book')",2
"('you', 'with', 'at')",8
"('with', 'at', 'this')",8
"('check', 'availability', 'or')",1
"('availability', 'or', 'book')",1
"('do', 'you', 'still')",1
"('you', 'still', 'have')",1
"('still', 'have', 'more')",1
"('you', 'like', 'assistance')",2
"('like', 'assistance', 'in')",1
"('assistance', 'in', 'booking')",1
"('like', 'a', 'table?')",3
"('interested', 'in', 'changing')",1
"('in', 'changing', 'your')",1
"('changing', 'your', 'reservation?')",1
"('with', 'better', 'views?')",5
"('for', 'something', 'with')",1
"('something', 'with', 'better')",1
"('with', 'better', 'internet?')",2
"('questions', 'for', 'me?')",5
"('more', 'affordable', 'restaurant')",1
"('affordable', 'restaurant', 'that')",1
"('restaurant', 'that', 'sells')",1
"('that', 'sells', 'goulash?')",1
"('try', 'another', 'hotel?')",1
"('questions', 'about', 'The')",3
"('about', 'The', 'Missing')",1
"('The', 'Missing', 'Sock?')",1
"('questions', 'about', 'India')",1
"('about', 'India', 'House')",1
"('India', 'House', 'for')",1
"('House', 'for', 'you?')",4
"('about', 'the', 'University')",2
"('the', 'University', 'Arms?')",1
"('other', 'questions', 'abou')",1
"('questions', 'abou', 'the')",1
"('abou', 'the', 'A')",1
"('the', 'A', 'and')",2
"('A', 'and', 'B?')",1
"('more', 'questions', 'I')",3
"('like', 'a', 'to')",2
"('a', 'to', 'book')",2
"('you', 'about', 'Dojo')",1
"('interested', 'in', 'the')",2
"('in', 'the', 'Gourmet')",1
"('Gourmet', 'Burger', 'Kitchen?')",1
"('table', 'or', 'should')",1
"('I', 'try', 'somewhere')",1
"('other', 'questions', 'you')",1
"('questions', 'you', 'have')",1
"('have', 'about', 'your')",1
"('stay', 'at', 'this')",1
"('questions', 'about', 'Caffe')",2
"('about', 'Caffe', 'Uno?')",3
"('one', 'of', 'them?')",2
"('about', 'the', 'Gonville')",1
"('the', 'Gonville', 'or')",1
"('Gonville', 'or', 'help')",1
"('or', 'help', 'with')",1
"('help', 'with', 'something')",1
"('Should', 'I', 'continue')",1
"('I', 'continue', 'with')",1
"('continue', 'with', 'the')",1
"('with', 'the', 'booking?')",3
"('other', 'information', 'from')",6
"('information', 'from', 'me?')",6
"('you,', 'or', 'shall')",3
"('shall', 'I', 'go')",1
"('like', 'to', 'change')",4
"('to', 'change', 'your')",9
"('change', 'your', 'reservation?')",9
"('you', 'need', 'a')",2
"('need', 'a', 'reservation?')",2
"('one', 'of', 'these?')",1
"('to', 'check', ""Rosa's"")",1
"('check', ""Rosa's"", 'Bed')",1
"(""Rosa's"", 'Bed', 'and')",2
"('to', 'look', 'more')",1
"('look', 'more', 'into')",1
"('more', 'into', 'this')",1
"('into', 'this', 'for')",2
"('room', 'at', 'The')",1
"('at', 'The', 'Gonville')",1
"('The', 'Gonville', 'Hotel?')",1
"('with', 'more', 'to')",1
"('more', 'to', 'choose')",1
"('to', 'choose', 'from?')",1
"('you', 'interested', 'or')",2
"('I', 'find', 'you')",1
"('find', 'you', 'something')",1
"('you', 'something', 'else?')",1
"('May', 'I', 'tell')",1
"('to', 'know', 'to')",1
"('know', 'to', 'help')",1
"('to', 'help', 'choose')",1
"('help', 'choose', 'one?')",1
"('check', 'availability', 'on')",2
"('availability', 'on', 'your')",1
"('on', 'your', 'preferred')",1
"('your', 'preferred', 'nights?')",1
"('the', 'Acorn', 'or')",2
"('Acorn', 'or', 'check')",2
"('out', 'another', 'place?')",3
"('', 'the', 'only')",1
"('the', 'only', 'thing')",1
"('only', 'thing', 'I')",1
"('thing', 'I', 'can')",1
"('tell', 'you', 'is')",1
"('you', 'is', 'they')",1
"('is', 'they', 'have')",1
"('have', 'a', 'lot')",1
"('a', 'lot', 'of')",1
"('lot', 'of', 'imported')",1
"('of', 'imported', 'canned')",1
"('imported', 'canned', 'milk')",1
"('canned', 'milk', 'teas')",1
"('milk', 'teas', 'if')",1
"('teas', 'if', ""that's"")",1
"('if', ""that's"", 'something')",1
"(""that's"", 'something', ""you'd"")",1
"('something', ""you'd"", 'be')",1
"(""you'd"", 'be', 'interested')",1
"('the', 'Allenbell', 'for')",1
"('me', 'to', 'recommend')",1
"('to', 'recommend', 'another')",1
"('recommend', 'another', 'place?')",1
"('with', 'more', 'generous')",1
"('more', 'generous', 'portions?')",1
"('other', 'options', 'or')",3
"('options', 'or', 'go')",1
"('or', 'go', 'ahead')",1
"('search', 'for', 'an')",7
"('for', 'an', 'option')",10
"('an', 'option', 'with')",9
"('option', 'with', 'better')",6
"('more', 'questions', 'today?')",1
"('about', 'the', 'Lan')",2
"('the', 'Lan', 'Hong')",2
"('questions', 'about', 'Eraina?')",1
"('questions', 'about', 'Ashley')",1
"('about', 'Ashley', 'Hotel?')",1
"('options', 'for', 'your')",1
"('Is', 'there', 'something')",2
"('something', 'else', ""you'd"")",1
"('like', 'to', 'ask?')",1
"('Wouldyou', 'like', 'to')",1
"('at', 'Hobsons', 'House')",1
"('Hobsons', 'House', 'for')",1
"('to', 'book', 'something')",1
"('book', 'something', 'else?')",1
"('information', 'you', 'want')",1
"('about', 'the', 'restaurants?')",1
"('me', 'to', 'do')",1
"('to', 'make', 'reservations')",5
"('make', 'reservations', 'for')",4
"('reservations', 'for', 'you?')",3
"('information', 'you', 'need?')",4
"('know', 'about', 'Meze')",1
"('about', 'Meze', 'Bar?')",2
"('to', 'look', 'elsewhere')",2
"('look', 'elsewhere', 'for')",2
"('elsewhere', 'for', 'a')",2
"('for', 'a', 'hotel?')",1
"('more', 'about', 'De')",1
"('about', 'De', 'Luca')",1
"('De', 'Luca', 'Cucina?')",1
"('about', 'the', 'menu?')",4
"('of', 'the', 'places?')",1
"('can', 'answer', 'about')",1
"('answer', 'about', 'the')",1
"('an', 'option', 'that')",1
"('option', 'that', 'might')",1
"('that', 'might', 'have')",2
"('might', 'have', 'larger')",1
"('have', 'larger', 'rooms?')",1
"('want', 'to', 'change')",4
"('need', 'help', 'with?')",1
"('questions', 'about', 'Rice')",1
"('about', 'Rice', 'Boat')",1
"('Rice', 'Boat', 'for')",1
"('Boat', 'for', 'you?')",1
"('that', 'a', 'deal')",1
"('a', 'deal', 'breaker')",1
"('deal', 'breaker', 'for')",1
"('breaker', 'for', 'you?')",1
"('that', 'is', 'rated')",1
"('is', 'rated', 'more')",1
"('rated', 'more', 'highly')",1
"('more', 'highly', 'in')",1
"('highly', 'in', 'service?')",1
"('reservation', 'at', 'Carolina')",1
"('at', 'Carolina', 'Bed')",1
"('Bed', 'and', 'Breakfast')",1
"('and', 'Breakfast', 'for')",1
"('Breakfast', 'for', 'you?')",1
"('Can', 'I', 'check')",4
"('check', 'on', 'room')",2
"('on', 'room', 'availability')",1
"('room', 'availability', 'for')",1
"('questions', 'about', 'Ask?')",1
"('do', 'you', 'need')",16
"('Can', 'I', 'make')",2
"('any', 'of', 'these')",3
"('find', 'a', 'less')",1
"('a', 'less', 'expensive')",1
"('less', 'expensive', 'place?')",1
"('need', 'more', 'specifics?')",1
"('to', 'find', 'any')",2
"('find', 'any', 'additional')",1
"('be', 'a', 'deal-breaker')",1
"('should', 'I', 'choose')",2
"('choose', 'another', 'option?')",2
"('with', 'better', 'interior')",1
"('better', 'interior', 'decor?')",1
"('me', 'to', 'get')",5
"('to', 'get', 'more')",4
"('get', 'more', 'information')",3
"('about', 'the', 'drinks?')",1
"('you', 'book', 'a')",3
"('you', 'at', 'HK')",1
"('at', 'HK', 'Fusion?')",1
"('to', 'look', 'some')",1
"('look', 'some', 'place')",1
"('about', 'the', 'Warkworth')",1
"('the', 'Warkworth', 'House?')",2
"('they', 'have', 'one')",1
"('have', 'one', 'of')",1
"('one', 'of', 'their')",2
"('of', 'their', 'large')",1
"('their', 'large', 'rooms')",1
"('large', 'rooms', 'available?')",1
"('Shall', 'I', 'go')",2
"('to', 'make', 'that')",1
"('make', 'that', 'reservation')",1
"('that', 'reservation', 'for')",2
"('the', 'room', 'for')",3
"('interested', 'in', 'exploring')",1
"('in', 'exploring', 'other')",1
"('exploring', 'other', 'options?')",1
"('Is', 'this', 'something')",1
"('this', 'something', 'that')",1
"('something', 'that', 'will')",1
"('that', 'will', 'be')",1
"('will', 'be', 'a')",1
"('like', 'to', 'eat')",1
"('to', 'eat', 'there?')",2
"('Is', 'that', 'the')",1
"('that', 'the', 'type')",1
"('the', 'type', 'of')",1
"('type', 'of', 'atmosphere')",1
"('of', 'atmosphere', ""you're"")",1
"('atmosphere', ""you're"", 'looking')",1
"(""you're"", 'looking', 'for?')",1
"('information', 'about', 'Chiquito?')",1
"('Would', 'like', 'some')",1
"('I', 'answer', 'another')",1
"('answer', 'another', 'question?')",1
"('about', 'the', 'portion')",2
"('the', 'portion', 'sizes?')",2
"('about', 'the', 'Allenbell?')",1
"('the', 'Alexander', 'B&B')",1
"('Alexander', 'B&B', 'or')",1
"('B&B', 'or', 'would')",1
"('me', 'to', 'book?')",1
"('you', 'at', 'Pizza')",1
"('at', 'Pizza', 'Hut')",1
"('Pizza', 'Hut', 'City')",1
"('Hut', 'City', 'Centre?')",1
"('in', 'the', 'The')",1
"('the', 'The', 'Copper')",1
"('The', 'Copper', 'Kettle?')",1
"('about', 'this', 'spot')",1
"('this', 'spot', 'for')",1
"('find', 'somewhere', 'else')",1
"('somewhere', 'else', 'to')",1
"('else', 'to', 'make')",1
"('I', 'look', 'elsewhere?')",1
"('for', 'another', 'hotel')",1
"('another', 'hotel', 'for')",3
"('What', 'other', 'information')",1
"('other', 'information', 'do')",1
"('information', 'do', 'you')",1
"('do', 'you', 'need?')",2
"('book', 'a', 'stay')",4
"('a', 'stay', 'for')",2
"('stay', 'for', 'you?')",2
"('you', 'about', 'your')",1
"('need', 'anything', 'else')",2
"('anything', 'else', 'from')",2
"('else', 'from', 'me?')",2
"('about', 'The', 'Gardenia?')",1
"('you', 'at', 'Nandos?')",1
"('take', 'a', 'chance')",1
"('a', 'chance', 'and')",1
"('chance', 'and', 'make')",1
"('there', 'any', 'specific')",1
"('any', 'specific', 'amenities')",1
"('specific', 'amenities', 'that')",1
"('amenities', 'that', 'you')",1
"('that', 'you', 'require?')",1
"('it', 'a', 'shot?')",2
"('Shall', 'I', 'look')",1
"('a', 'better', 'option?')",4
"('a', 'reservation', 'today?')",2
"('you', 'like', 'further')",2
"('like', 'further', 'information?')",2
"('for', 'a', 'quiter')",1
"('a', 'quiter', 'option?')",1
"('Should', 'we', 'cancel')",1
"('we', 'cancel', 'your')",1
"('for', 'a', 'table')",3
"('a', 'table', 'there')",9
"('table', 'there', 'or')",6
"('or', 'look', 'elsewhere?')",3
"('with', 'higher', 'ratings')",2
"('higher', 'ratings', 'on')",2
"('ratings', 'on', 'food?')",1
"('like', 'a', 'good')",2
"('a', 'good', 'situation')",1
"('good', 'situation', 'for')",1
"('situation', 'for', 'you?')",1
"('I', 'go', 'back')",1
"('go', 'back', 'to')",1
"('back', 'to', 'the')",1
"('to', 'the', 'other')",1
"('the', 'other', 'guest')",1
"('other', 'guest', 'house')",1
"('guest', 'house', 'option?')",1
"('ratings', 'on', 'noise?')",1
"('be', 'an', 'issue')",1
"('an', 'issue', 'or')",1
"('issue', 'or', 'should')",1
"('or', 'should', 'we')",5
"('should', 'we', 'make')",2
"('we', 'make', 'a')",1
"('reservation', 'or', 'look')",1
"('Want', 'me', 'to')",4
"('a', 'problem', 'or')",2
"('problem', 'or', 'should')",2
"('should', 'we', 'keep')",2
"('we', 'keep', 'your')",1
"('for', 'a', 'restaurant')",1
"('restaurant', 'that', 'would')",1
"('that', 'would', 'have')",1
"('would', 'have', 'more')",1
"('have', 'more', 'drink')",1
"('more', 'drink', 'options?')",1
"('Anythong', 'else', 'you')",1
"('help', 'with', 'booking')",6
"('with', 'booking', 'a')",5
"('with', 'better', 'indoor')",1
"('better', 'indoor', 'decor?')",1
"('like', 'a', 'booking')",1
"('place', 'or', 'does')",2
"('or', 'does', 'that')",2
"('interested', 'in', 'knowing')",4
"('in', 'knowing', 'anything')",3
"('knowing', 'anything', 'else')",2
"('information', 'about', 'Caffe')",1
"('Sounds', 'good', 'right?')",1
"('them', 'or', 'make')",1
"('or', 'make', 'a')",4
"('table', 'at', 'Curry')",2
"('at', 'Curry', 'Garden?')",1
"('it', 'a', 'try')",1
"('a', 'try', 'or')",1
"('try', 'or', 'have')",1
"('have', 'me', 'find')",1
"('reservation', 'there', 'for')",1
"('them', 'or', 'look')",5
"('you', 'about', 'Golden')",2
"('about', 'Golden', 'Wok,')",1
"('Golden', 'Wok,', 'or')",1
"('Wok,', 'or', 'would')",1
"('know', 'about', 'any')",1
"('any', 'other', 'menu')",1
"('other', 'menu', 'items?')",1
"('questions', 'or', 'help')",2
"('or', 'help', 'you')",2
"('else', 'that', 'i')",1
"('that', 'i', 'can')",1
"('Is', 'here', 'anything')",3
"('here', 'anything', 'else')",3
"('work,', 'or', 'should')",6
"('another', 'restaurant', 'or')",2
"('restaurant', 'or', 'would')",1
"('Do', 'you', 'still')",4
"('you', 'still', 'want')",4
"('still', 'want', 'a')",2
"('', 'is', 'that')",2
"('is', 'that', 'going')",1
"('about', 'the', 'Galleria?')",1
"('like', 'to', 'hear')",2
"('to', 'hear', 'about')",2
"('hear', 'about', 'a')",1
"('about', 'a', 'different')",1
"('should', 'I', 'do')",2
"('I', 'do', 'another')",2
"('do', 'another', 'search?')",2
"('with', 'better', 'value?')",2
"('a', 'table', 'outside')",1
"('table', 'outside', 'for')",1
"('outside', 'for', 'you?')",1
"('more', 'about', 'The')",5
"('about', 'The', 'Goodluck?')",1
"('questions', 'about', 'their')",2
"('information', 'about', 'Meghna?')",1
"('you', 'need', 'assistance')",2
"('need', 'assistance', 'with')",2
"('assistance', 'with', 'anything')",2
"('to', 'find', 'another,')",4
"('find', 'another,', 'more')",3
"('another,', 'more', 'quiet')",2
"('more', 'quiet', 'place?')",4
"('I', 'keep', 'looking?')",2
"('place', 'with', 'generally')",1
"('with', 'generally', 'good,')",1
"('generally', 'good,', 'quick')",1
"('good,', 'quick', 'service?')",1
"('at', 'either', 'restaurant?')",1
"('like', 'to', 'more')",1
"('to', 'more', 'information?')",1
"('in', 'a', 'booking?')",5
"('information', 'about', 'them')",1
"('me', 'look', 'elsewhere')",1
"('for', 'other', 'reviews')",1
"('other', 'reviews', 'of')",1
"('reviews', 'of', 'the')",2
"('of', 'the', 'Copper')",1
"('the', 'Copper', 'Kettle?')",2
"('booking', 'a', 'table')",3
"('at', 'Curry', 'Prince?')",2
"('search', 'for', 'more')",1
"('for', 'more', 'reviews?')",2
"('questions', 'about', 'Don')",1
"('about', 'Don', 'Paquale?')",1
"('still', 'like', 'me')",4
"('a', 'table', 'indoors')",3
"('table', 'indoors', 'for')",2
"('indoors', 'for', 'you?')",2
"('DO', 'you', 'want')",2
"('Could', 'you', 'tell')",1
"('you', 'tell', 'me')",2
"('tell', 'me', 'when')",1
"('me', 'when', 'you')",1
"('when', 'you', 'would')",1
"('for', 'something', 'else')",2
"('something', 'else', 'or')",2
"('want', 'to', 'try')",4
"('for', 'something', ""that's"")",1
"('something', ""that's"", 'described')",1
"(""that's"", 'described', 'as')",1
"('described', 'as', 'a')",1
"('as', 'a', 'little')",1
"('a', 'little', 'quieter?')",1
"('else', 'you', 'might')",1
"('you', 'might', 'like')",1
"('might', 'like', 'to')",1
"('Should', 'I', 'set')",1
"('I', 'set', 'up')",1
"('set', 'up', 'a')",1
"('up', 'a', 'reservation')",1
"('more', 'information', ""you'd"")",2
"('information', ""you'd"", 'like')",3
"('about', 'the', 'Acorn,')",1
"('the', 'Acorn,', 'and')",1
"('Acorn,', 'and', 'can')",1
"('and', 'can', 'I')",1
"('any', 'other', 'bookings?')",1
"('I', 'check', 'for')",1
"('check', 'for', 'a')",1
"('for', 'a', 'British')",1
"('a', 'British', 'restaurant')",1
"('British', 'restaurant', 'with')",1
"('restaurant', 'with', 'outdoor')",1
"('with', 'outdoor', 'dining?')",1
"('to', 'get', 'some')",2
"('get', 'some', 'better')",1
"('some', 'better', 'information')",1
"('better', 'information', 'about')",1
"('me', 'to', 'keep')",1
"('to', 'keep', 'searching')",1
"('keep', 'searching', 'for')",2
"('searching', 'for', 'places')",1
"('for', 'places', 'with')",2
"('places', 'with', 'outdoor')",2
"('with', 'outdoor', 'seating?')",1
"('a', 'reservation', 'there,')",2
"('reservation', 'there,', 'or')",2
"('there,', 'or', 'would')",1
"('like', 'to', 'see')",2
"('to', 'see', 'some')",1
"('see', 'some', 'other')",1
"('interested', 'in', 'trying')",1
"('in', 'trying', 'it?')",1
"('', 'guests', 'have')",1
"('guests', 'have', 'good')",1
"('have', 'good', 'things')",1
"('good', 'things', 'to')",1
"('things', 'to', 'say')",1
"('to', 'say', 'about')",1
"('say', 'about', 'the')",1
"('about', 'the', 'breakfast')",1
