,count
"('phone', 'number?')",2
"('I', 'start')",1
"('start', 'another')",1
"('another', 'search')",1
"('more', 'info?')",1
"('The', 'Ghandi?')",1
"('the', 'bedouin')",1
"('bedouin', 'restaurant?')",1
"('be', 'okay?')",1
"('give', 'this')",1
"('this', 'one')",1
"('one', 'a')",1
"('you', '?')",1
"('at', 'Tandoori')",1
"('Tandoori', 'Palace')",1
"('Palace', 'instead?')",1
"('at', 'Darrys')",1
"('Darrys', 'Cookhouse?')",1
"('the', 'River')",1
"('River', 'Bar')",1
"('Bar', 'and')",1
"('and', 'Steakhouse?')",1
"('about', 'Saint')",1
"('Saint', 'Johns')",1
"('Johns', 'Chop')",1
"('a', 'nicer')",1
"('nicer', 'view?')",1
"('Do', 'have')",1
"('the', ""hotel's"")",1
"(""hotel's"", 'availability')",1
"('see', 'about')",1
"('about', 'making')",1
"('the', 'Stazione?')",1
"('A', '&')",1
"('&', 'B?')",1
"('availability', 'there?')",1
"('different', 'restaurant')",3
"('restaurant', 'option?')",1
"('more', 'suitable')",2
"('suitable', 'place?')",1
"('help', 'book')",1
"('check', 'some')",1
"('for', 'value?')",1
"('something', 'better')",1
"('better', 'for')",1
"('book', 'there?')",2
"('there', 'now?')",2
"('give', 'any')",1
"('of', 'them')",1
"('other', 'info')",1
"('info', 'from')",1
"('Maybe', 'it')",1
"('it', 'moved')",1
"('moved', 'since')",1
"('since', 'then?')",1
"('to', 'any')",1
"('the', 'contact')",1
"('contact', 'information')",1
"('the', 'property')",1
"('property', 'to')",1
"('better', 'choice')",1
"('choice', 'for')",1
"('you', 'inside')",1
"('inside', 'or')",1
"('about', 'Alpha-Milton?')",1
"('find', 'other')",1
"('for', 'this')",1
"('on', 'about')",1
"('about', 'them??')",1
"('about', 'those')",1
"('those', 'two')",1
"('two', 'restaurants?')",2
"('better', 'view')",3
"('view', 'ratings?')",1
"(""It's"", 'right')",1
"('right', 'off')",1
"('off', 'the')",1
"('the', 'highway,')",1
"('highway,', 'will')",1
"('will', 'that')",2
"('the', 'either')",1
"('get', 'information')",1
"('on', 'Pizza')",1
"('Pizza', 'Express')",1
"('Express', 'and')",1
"('and', 'Pizza')",1
"('Hut', 'as')",1
"('as', 'well?')",1
"('at', 'Alpha-Milton')",1
"('Carolina', 'or')",1
"('out', 'the')",1
"('about', 'Zizzi?')",1
"('hotel', 'elsewhere?')",1
"('about', 'Archway')",2
"('does', 'it')",2
"('it', 'sound')",2
"('you', 'prefer')",1
"('prefer', 'to')",1
"('the', 'Huntington')",1
"('Huntington', 'Marriott')",1
"('Marriott', 'Hotel?')",3
"('or', 'another')",1
"('', 'perhaps')",1
"('perhaps', 'for')",1
"('different', 'date?')",1
"('still', 'think')",1
"('think', 'Limehouse')",1
"('Limehouse', 'would')",1
"('would', 'meet')",1
"('meet', 'your')",1
"('for', 'somewhere')",1
"('about', 'Bangkok')",1
"('Bangkok', 'city?')",1
"('better', 'more')",1
"('more', 'positive')",1
"('positive', 'reviews?')",1
"('serves', 'Croquetas?')",1
"('view', 'than')",1
"('than', 'Yu')",1
"('outdoor', 'option')",1
"('option', 'elsewhere?')",1
"('we', 'go')",1
"('that', 'reservation?')",1
"('further', 'information')",2
"('about', 'that')",1
"('that', 'option?')",1
"('a', 'specific')",1
"('specific', 'drink')",1
"('drink', ""you're"")",1
"(""you're"", 'interested')",1
"('assistance', 'to')",2
"('Gonville', 'Hotel')",1
"('Hotel', 'for')",1
"('at', 'Ask?')",1
"('like', 'anything')",1
"('about', 'Prezzo?')",1
"('if', 'one')",1
"('rooms', 'is')",1
"('is', 'available?')",2
"('at', 'Huntingdon')",1
"('Huntingdon', 'Marriott')",2
"('good', 'for')",1
"('find', 'restaurants')",1
"('restaurants', 'with')",1
"('reservation', 'somewhere')",2
"('else', 'instead?')",1
"('another,', 'less')",1
"('expensive', 'restaurant?')",1
"('India', 'House?')",1
"('on', 'Ian')",1
"('Ian', 'Hong')",1
"('for', 'dinner?')",3
"('Pizza', 'Express?')",1
"('questions', 'do')",1
"('you', 'have?')",1
"('better', 'information?')",1
"('table', 'here?')",1
"('the', 'Gandhi?')",1
"('we', 'try')",1
"('The', 'Cambridge')",1
"('You', 'interested?')",1
"('make', 'to')",1
"('you', 'today,')",1
"('today,', 'or')",1
"('I', 'hope')",1
"('hope', ""that's"")",1
"(""that's"", 'enough')",1
"('enough', 'to')",2
"('to', 'convince')",2
"('convince', 'you')",2
"('different', 'day')",1
"('anything', 'about')",1
"('another', 'questions')",1
"('better', 'service')",1
"('service', 'instead?')",1
"('try', 'this')",1
"('reviews', 'regarding')",1
"('regarding', 'noise?')",1
"('I', 'note')",1
"('note', 'on')",1
"('your', 'booking')",1
"('booking', 'that')",1
"('that', ""you've"")",1
"(""you've"", 'requested')",1
"('requested', 'a')",1
"('larger', 'room?')",1
"('Ugly', 'Duckling')",1
"('Duckling', 'or')",1
"('the', 'restaurants')",1
"('restaurants', 'mentioned?')",1
"('better', 'atmosphere')",1
"('atmosphere', 'ratings?')",1
"('you', 'with??')",1
"('for', '8')",1
"('8', 'for')",1
"('at', 'Cow')",1
"('Pizza', 'Kitchen')",1
"('Kitchen', 'and')",1
"('and', 'Bar?')",1
"('check', 'with')",1
"('with', 'them')",1
"('them', 'and')",1
"('and', 'see')",1
"('if', 'a')",1
"('room', 'is')",1
"('want', 'your')",1
"('before', 'booking?')",1
"('different', 'Indian')",1
"('Indian', 'option')",1
"('reservation', 'elsewhere?')",1
"('of', 'any')",1
"('hotels', 'for')",1
"('you', 'outside?')",1
"('at', 'Cambridge')",1
"('Sitar', 'Tandoori')",1
"('Tandoori', 'is')",1
"('is', 'about')",1
"('about', '50/50,')",1
"('50/50,', 'Would')",1
"('higher', 'service')",1
"('service', 'ratings?')",1
"('book', 'at')",1
"('at', 'table')",1
"('book', 'it,')",2
"('it,', 'or')",2
"('answer', 'additional')",1
"('between', 'the')",1
"('the', 'two')",1
"('affordable', 'place')",2
"('or', 'I')",1
"('with', 'another')",1
"('I', 'book?')",1
"('table', 'tonight?')",1
"('other', 'Indian')",1
"('Indian', 'options')",1
"('options', 'in')",1
"('the', 'west?')",1
"('Ready', 'to')",1
"('another', 'Italian')",1
"('Italian', 'restaurant')",1
"('restaurant', 'instead?')",1
"('need', 'for')",1
"('the', 'portions')",1
"('portions', 'a')",1
"('you', 'interesting')",1
"('interesting', 'in')",1
"('There', 'were')",1
"('were', 'also')",1
"('some', 'customers')",1
"('customers', 'who')",1
"('who', ""didn't"")",1
"(""didn't"", 'like')",1
"('the', 'location')",1
"('location', 'saying')",1
"('saying', 'it')",1
"('was', 'not')",2
"('not', 'in')",1
"('the', 'best')",1
"('best', 'area,')",1
"('area,', 'Would')",1
"('good', 'fit')",1
"('fit', 'for')",1
"('or', 'did')",1
"('did', 'you')",1
"('to', 'stick')",1
"('stick', 'to')",1
"('to', 'delivery?')",1
"('at', 'Wagamama?')",1
"('suitable', 'option')",1
"('at', 'something')",1
"('a', 'resevation?')",1
"('booking', 'now?')",1
"('location', 'that')",1
"('location', 'or')",1
"('to', 'now')",1
"('now', 'more')",1
"('about', ""Rosa's"")",1
"(""Rosa's"", 'before')",1
"('the', 'three')",1
"('three', 'restaurants?')",1
"('I', 'verify')",1
"('verify', 'your')",1
"('your', 'reservations?')",1
"('with', 'free')",1
"('free', 'wifi?')",1
"('book', 'your')",1
"('Caffe', 'Uno')",1
"('Uno', 'for')",1
"('at', 'someplace')",1
"('reservations', 'there?')",1
"('these', 'places?')",2
"('the', 'lodging?')",1
"('has', 'no')",1
"('no', 'alcohol')",1
"('alcohol', 'at')",1
"('about', 'these')",1
"('these', 'restaurants')",1
"('restaurants', 'for')",1
"('more', 'lively')",1
"('lively', 'ambiance?')",1
"('on', 'that?')",1
"('If', 'you')",1
"('would', 'like,')",1
"('like,', 'I')",1
"('can', 'book')",1
"('more', 'reasonable,')",1
"('reasonable,', 'place?')",1
"('check', 'the')",1
"('the', 'guesthouses')",1
"('guesthouses', 'in')",1
"('the', 'east')",1
"('east', 'for')",1
"('for', 'wi-fi?')",1
"('better', 'WiFi')",1
"('WiFi', 'for')",1
"('better', 'hotel')",1
"('hotel', 'option?')",1
"('serves', 'pizza?')",1
"('about', 'Cambridge')",1
"('Cambridge', 'Lodge?')",1
"('another', 'dining')",1
"('have', 'nicer')",1
"('nicer', 'views?')",1
"('you', 'find')",2
"('has', 'plenty')",1
"('plenty', 'of')",1
"('of', 'options?')",1
"('at', 'Autumn')",1
"('Autumn', 'House')",1
"('keep', 'looking')",1
"('the', 'hotels?')",1
"('the', 'Express')",1
"('more', 'interesting')",1
"('interesting', 'decor?')",1
"('at', 'that')",1
"('that', 'hotel?')",1
"('proceed', 'and')",2
"('with', 'cleaner')",1
"('cleaner', 'rooms?')",1
"('about', 'Graffiti?')",1
"('do', 'to')",1
"('assist', 'you?')",1
"('at', 'Restaurant')",1
"('Restaurant', 'One')",1
"('One', 'Seven')",1
"('Seven', 'for')",1
"('staying', 'there')",1
"('to', 'try?')",1
"('Is', 'thee')",1
"('thee', 'anything')",1
"('know', 'make')",1
"('into', 'that')",1
"('Need', 'a')",1
"('stay', 'elsewhere?')",1
"('about', 'Cityoomz?')",1
"('option', 'or')",1
"('other', 'three?')",1
"('about', 'some')",1
"('about', 'Hobsons')",1
"('a', 'seafood')",1
"('seafood', 'specialty?')",1
"('The', 'Acorn?')",1
"('for', 'bed')",1
"('an', 'alternative?')",1
"('is', 'this')",1
"('this', 'okay?')",1
"('the', 'patio?')",1
"('Do', 'either')",1
"('of', 'those')",1
"('those', 'sound')",1
"('with', 'really')",1
"('really', 'nice')",1
"('nice', 'decor?')",1
"('with', 'such')",1
"('such', 'as')",1
"('as', 'booking')",1
"('Worth', 'House')",1
"('your', 'booking?')",1
"('more', 'upscale')",1
"('upscale', 'decor?')",1
"('there', 'anyway?')",1
"('Only', 'one')",1
"('one', 'person')",1
"('said', 'that')",1
"('the', 'view')",1
"('view', 'was')",1
"('not', 'that')",1
"('that', 'great,')",1
"('great,', 'do')",1
"('location', 'instead?')",1
"('ensure', 'that')",1
"('a', 'nice')",1
"('nice', 'view?')",1
"('El', 'Sheddai?')",1
"('their', 'WiFi?')",1
"('your', 'party')",1
"('party', 'outdoors?')",1
"('their', 'address')",1
"('address', 'or')",1
"('or', 'phone')",1
"('booking', 'it')",1
"('view', 'reviews?')",1
"('another', 'one?')",1
"('Anythinf', 'else')",1
"('make', 'reservation?')",1
"('different', 'area?')",1
"('The', 'Express?')",1
"('the', 'Lucky')",1
"('or', 'answer')",1
"('answer', 'other')",1
"('We', 'could')",1
"('could', 'also')",1
"('also', 'look')",1
"('at', 'Bedouin?')",1
"('do', 'anything')",1
"('Pizza', 'Hut?')",1
"('affordable', 'option?')",1
"('all', 'right')",1
"('right', 'for')",1
"('table', '?')",1
"('about', 'HK')",1
"('HK', 'Fusion,')",1
"('Fusion,', 'or')",1
"('Hope', ""that's"")",1
"(""that's"", 'good')",1
"('and', 'try')",1
"('you', 'ok')",1
"('ok', 'with')",1
"('with', 'dining')",1
"('dining', 'indoors?')",1
"('book', 'Ashley')",1
"('any', 'thing')",1
"('thing', 'else?')",1
"('at', 'Worth')",1
"('What', 'day')",1
"('day', 'are')",1
"('you', 'wanting')",1
"('wanting', 'to')",1
"('that', 'for?')",1
"('your', 'dates?')",1
"('at', 'Travellers')",1
"('Travellers', 'Rest?')",1
"('better', 'noise')",1
"('noise', 'ratings?')",1
"('at', 'Finches?')",1
