,question,turn_nr,reference_response,reference_length,ref_know_nr,reference_domain,reference_doc_type,prediction_response,prediction_length,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL,dialogue_act_history
1187,Is the hotel a good value?,7,"Reviews on the value at the Cambridge Belfry hotel are 66% negative, with two saying the price was a bit higher than normal or the spa fee was too high, and one review claiming it was the best place for a limited budget.",220,3,hotel,review,"The Cambridge Belfry is a bit overpriced according to two guests, but one person said it was the best place for their limited budget.",133,4,hotel,review,0.12420069237573386,0.1651988277160252,0.44776119402985076,0.27692307692307694,0.41791044776119407,"['statement', 'open_question_opinion', 'opinion', 'pos_answer', 'statement', 'statement', 'yes_no_question']"
1188,Does the restaurant also serve alcoholic drinks?,11,"Yes they do serve alcohol at Restaurant Alimentum. However, the reviews are just so-so with customers saying the drinks weren't anything special and the prices were a high for what you get. Would you like me to find another place with better ratings?",250,5,restaurant,review,"Yes, Restaurant Alimentum does serve alcoholic drinks. Some customers were disappointed with the prices and quality of the drinks while others thought the drinks were good. Would you like me to make a reservation for you?",221,4,restaurant,faq,0.1526770627758439,0.2219817741154681,0.5432098765432098,0.20253164556962025,0.32098765432098764,"['statement', 'statement', 'yes_no_question', 'statement', 'command', 'statement', 'command', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']"
1189,"Great, and can you tell me if the rooms are kept spotless?",9,"I've seen mixed reviews about the cleanliness of the rooms at The Cambridge Belfry. Although most past guests thought the rooms were clean, perhaps you should consider a different hotel.",186,3,hotel,review,"The Cambridge Belfry has mixed reviews about the cleanliness of their rooms. Some people found them to be clean, but others found them not very clean.",150,3,hotel,review,0.20297911186927792,0.20172820960245813,0.3859649122807018,0.2545454545454545,0.2807017543859649,"['command', 'open_question_opinion', 'opinion', 'opinion', 'command', 'statement', 'yes_no_question', 'statement', 'statement']"
1190,Is there nice indoor decorations here?,11,The graffiti restaurant has really nice interior decor according to one customer review.  Would you like to make a reservation?,127,1,restaurant,review,"The Graffiti gets high marks for their interior decor with customers saying it's inviting, intimate, inviting, and intimate. Would you like to know more about them?",164,2,restaurant,review,0.13750902305262408,0.18612449091032587,0.3829787234042553,0.2222222222222222,0.3829787234042553,"['statement', 'statement', 'yes_no_question', 'statement', 'command', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'yes_no_question']"
1191,Is yakitori on the menu there?,7,"Yes, Wagamama offers yakitori and it's consistently extremely well reviewed. Shall a book a table for you?",106,6,restaurant,review,The Wagamama has yakitori on the menu. Is there anything else you'd like to know about them?,92,12,restaurant,review,0.027162118995714083,0.10595362406896658,0.16666666666666666,0.0,0.16666666666666666,"['opinion', 'statement', 'command', 'statement', 'command', 'statement', 'yes_no_question']"
1192,is there an outisde seating area,7,"Yes, at Backstreet Bistro, there is an outdoor seating area and you can enjoy the view of a beautiful lake from there.",118,2,restaurant,review,The Slug and Lettuce does not offer outdoor seating. Would you like me to find another place that does?,103,3,restaurant,faq,0.0377509944769953,0.09366322168853859,0.24390243902439024,0.05128205128205128,0.14634146341463414,"['opinion', 'opinion', 'opinion', 'statement', 'command', 'statement', 'yes_no_question']"
1193,Do the reviews mention the wine being a good quality for the price?,5,"No, I could not find any reviews that mention their wine being good quality for the price. They do serve alcoholic beverages but some people found them to be mediocre.",167,4,restaurant,review,The reviews on the quality of the wine are mixed. Some say it's cheap and affordable while others say they're expensive and mediocre. Would you like to know more about them?,173,6,restaurant,review,0.03170749979691051,0.16333223909741337,0.28571428571428564,0.0,0.15873015873015872,"['statement', 'open_question_opinion', 'opinion', 'statement', 'statement']"
1194,Is the location of the hotel in a quiet area of town?,7,The location of the Alexander Bed and Breakfast cannot be considered to be in a quiet area as some guests complain about the noise from traffic.,144,8,hotel,review,"The Alexander Bed and Breakfast is located in a quiet area of town according to most guests, but a few did find it to be noisy.",127,7,hotel,review,0.1998573974138024,0.2689984037265778,0.5384615384615384,0.32,0.38461538461538464,"['opinion', 'statement', 'statement', 'opinion', 'opinion', 'command', 'yes_no_question']"
1195,Are they a quiet place?,13,"The Alexander Bed and Breakfast can be pretty noisy. One person said it was quiet, but they were completely outnumbered by negative reviews.",140,8,hotel,review,"The Alexander Bed and Breakfast is located in a quiet area according to most guests, but a few did find it to be noisy.",119,7,hotel,review,0.18627639656696826,0.2252434242108272,0.425531914893617,0.17777777777777776,0.2978723404255319,"['yes_no_question', 'opinion', 'statement', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'command', 'yes_no_question', 'statement', 'statement']"
1196,"Yes, I'd like to book a place with a good view from the room, do either of those have a good view?",11,"I don't have any information about the views at El Shaddai, but people are very happy with the views at Cityroomz.",114,4,hotel,review,"The Cityroomz has really good views according to most guests. One person said they were blown away by the view, though.",119,6,hotel,review,0.02352622489487909,0.15309526594382206,0.23255813953488372,0.04878048780487805,0.18604651162790697,"['statement', 'statement', 'opinion', 'command', 'command', 'command', 'statement', 'statement', 'yes_no_question', 'statement', 'command']"
1197,Do they have great quality Paella available?,5,"People that ordered Paella have mixed feelings about the quality of the food. Some people called it sub-par, while others felt it was very high quality.",152,5,restaurant,review,"Yes, they do have great quality Paella at Cambridge Lodge Restaurant. Past guests have described it as fresh and good quality.",126,3,restaurant,review,0.03613072861032972,0.17823458732307546,0.20833333333333334,0.0,0.16666666666666666,"['statement', 'comment', 'open_question_factual', 'yes_no_question', 'yes_no_question']"
1198,I need lots of space for my luggage is the room big?,11,The majority of guests that have previously stayed at the Ashley Hotel regard the rooms to be ample in size.,108,4,hotel,review,The Ashley Hotel has really large rooms according to most guests. Only one person said they were on the smaller side.,117,5,hotel,review,0.046574698071706964,0.21426753414623503,0.3414634146341463,0.10256410256410256,0.24390243902439024,"['statement', 'open_question_opinion', 'opinion', 'open_question_factual', 'open_question_factual', 'statement', 'command', 'command', 'command', 'statement', 'statement']"
1199,Are the bathrooms always kept spotless?,9,Some of the past guests of Hobson's House say that the bathrooms were pristine while another said that it lacked cleanliness.,125,3,hotel,review,"The Hobson's house has very clean bathrooms according to most guests, but one person did see some hairs in the bathroom.",120,3,hotel,review,0.024623373672221803,0.15956306433846965,0.36363636363636365,0.14285714285714285,0.2727272727272727,"['opinion', 'opinion', 'opinion', 'command', 'statement', 'statement', 'statement', 'command', 'yes_no_question']"
1200,How much hotel bathromms?,9,"According to the reviews I have on hand for that location, the bathrooms are impressively clean and sanitary.  Sound good to you?",129,2,hotel,review,"The Allenbell offers a king-size bed, desk, table, and balcony overlooking a scenic view. Would you like to make a reservation?",127,5,hotel,review,0.022608914449138345,0.06918612880396321,0.18181818181818182,0.0,0.13636363636363635,"['statement', 'opinion', 'opinion', 'opinion', 'opinion', 'opinion', 'pos_answer', 'statement', 'open_question_factual']"
1201,Are the rooms spotless?,11,"I don't see anything about spotless, but the rooms at Hobson's House are described by a reviewer  as being clean.",113,1,hotel,review,"Yes, the rooms at Hobson's House are clean. Past guests have described them as pristine and tidy.",97,2,hotel,review,0.259941482471706,0.2455289773778411,0.5,0.31578947368421056,0.45,"['yes_no_question', 'statement', 'opinion', 'open_question_opinion', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
1202,Is a room with a nice view available?,7,All three options have a nice view. Allebell has amazing views. Autumn house has great view from balcony. Leverton has a great view during sunset.,146,9,hotel,review,The Autumn House has a great view of the ocean. The Leverton House has amazing views of the sunset. Would you like to book a room?,130,7,hotel,review,0.1423412184218883,0.21880817504771796,0.47058823529411764,0.2857142857142857,0.35294117647058826,"['opinion', 'statement', 'statement', 'statement', 'command', 'statement', 'yes_no_question']"
1203,Does Allenbell have reliable internet? I need to be able to work from the hotel.,7,"I think so, the guest reviews say that it is very fast and reliable. It is also free. Does that sound good to you?",114,4,hotel,review,"Yes, Allenbell does have reliable internet. Past guests have described it as fast, reliable, and superb.",104,5,hotel,review,0.021166343512493677,0.09824309508101962,0.3,0.0,0.2,"['statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'statement', 'open_question_factual']"
1204,Is there any outdoor seating available at the restaurant?,17,"Yes, Backstreet Bistro has outdoor seating as an option and one reviewer mentioned that it overlooks a beautiful lake. Can I help you with anything else?",153,2,restaurant,review,"Yes, Backstreet Bistro offers outdoor seating that overlooks a beautiful lake. Is there anything else I can help you with?",122,2,restaurant,faq,0.28100272620638633,0.3697219172652899,0.7391304347826088,0.40909090909090906,0.608695652173913,"['statement', 'command', 'yes_no_question', 'open_question_opinion', 'opinion', 'statement', 'command', 'command', 'yes_no_question', 'statement', 'command', 'command', 'command', 'opinion', 'command', 'statement', 'yes_no_question']"
1205,Which one has the more laid back scene?,5,The Mahal of Cambridge has the highest praise for a laid back scene atmosphere over the Kohinoor or the Gandhi.,111,8,restaurant,review,The atmosphere at Kohinoor is more laid back than the atmosphere at Mahal of Cambridge. Would you like me to book a table for you at the Gandhi?,144,11,restaurant,review,0.08077542389686933,0.30554485810805865,0.5416666666666667,0.17391304347826086,0.2916666666666667,"['statement', 'statement', 'command', 'opinion', 'opinion']"
1206,I'd like to get a room with a good view.,3,"Everyone other reviewers was impressed by the views from the hotel room. So if that is important to you, then you should be satisfied by the views in the hotel.",160,4,hotel,review,The Cityroomz hotel has really good views according to most guests. One person said they were blown away by it though.,118,5,hotel,review,0.01668472986217641,0.08565002914401099,0.19607843137254902,0.0,0.1568627450980392,"['statement', 'statement', 'statement']"
1207,What do reviews say regarding the staff and service there?,3,"Aside from a few that thought the service was quite slow, overall, the staff at the Lucky Star is seen as dynamite and extremely friendly.",138,7,restaurant,review,The Lucky Star has a lot of reviews that say the staff is friendly and helpful. Only one person said the staff was slow.,120,7,restaurant,review,0.050798450332468714,0.18653471816336267,0.5306122448979592,0.1276595744680851,0.24489795918367346,"['statement', 'statement', 'open_question_opinion']"
1208,Is this place a good value for the money?,3,"It is extra money to use the spa and other amenities, so I think it depends on what you’re willing to pay.",106,3,hotel,review,"The Cambridge Belfry is a bit overpriced according to two guests, but one person said it was the best place for their limited budget.",133,4,hotel,review,0.022608914449138345,0.05984598459845985,0.1702127659574468,0.0,0.1276595744680851,"['opinion', 'statement', 'yes_no_question']"
1209,Are nonalcoholic drinks available at the Gardenia?,7,"Unfortunately, The Gardenia only offers a limited non-alcoholic drink menu. Do you have any other questions I can answer for you?",129,1,restaurant,review,The Gardenia has limited options for non-alcoholic drinks. Can I book you a table?,82,1,restaurant,review,0.04436184549085648,0.21480410093353616,0.5945945945945945,0.17142857142857143,0.43243243243243246,"['statement', 'statement', 'open_question_factual', 'opinion', 'opinion', 'command', 'yes_no_question']"
1210,Are they located in a quiet area?,11,The Acorn guest house is located in a very quiet area according to three reviews I found. Do you need to know anything else?,124,3,hotel,review,"Yes, the Acorn Guest House is located in a quiet area. Past guests have said that they were not disturbed by any loud or disruptive patrons.",140,3,hotel,review,0.10293704767687334,0.23642210784310028,0.4,0.3333333333333333,0.4,"['yes_no_question', 'statement', 'yes_no_question', 'command', 'statement', 'opinion', 'yes_no_question', 'command', 'statement', 'statement', 'yes_no_question']"
1211,Is the room nice and clean there?,3,Some guests felt uncomfortable while staying at the Cambridge Belfry as the amount of germs exceeded their expectations.,120,3,hotel,review,"The Cambridge Belfry has clean rooms according to most guests, but one person did complain about the cleanliness of the room.",125,3,hotel,review,0.04504556737153658,0.14279129848396688,0.30769230769230765,0.1081081081081081,0.25641025641025644,"['statement', 'statement', 'yes_no_question']"
1212,"I really want a quiet place, which of those is the quietest?",9,"More guests than not were satisfied with the noise level and quality of sleep at The Lensfield Hotel, while the majority were disappointed by the peacefulness at Gonville Hotel.",177,13,hotel,review,The Gonville Hotel has mixed reviews about the noise level. Some guests found it to be very quiet and peaceful while others found it noisy and ruined their stay. Would you like to know more about them?,201,14,hotel,review,0.05113818794967396,0.1681868952605134,0.33333333333333337,0.09375,0.15151515151515152,"['statement', 'open_question_opinion', 'opinion', 'statement', 'command', 'opinion', 'opinion', 'opinion', 'opinion']"
1213,Do the reviews of Nandos specifically mention the reasonable prices?,7,"Yes, the reviews are very positive with some saying a great value, very affordable, and reasonable prices. Is there anything else you'd like to know about them?",160,3,restaurant,review,"The reviews on the prices at Nandos are generally very positive with customers saying the prices were reasonable, affordable, and authentic. There were customers who were disappointed with the prices. Would you like to know more about them?",240,14,restaurant,review,0.10499901541839392,0.2802439309228173,0.5454545454545454,0.21875,0.48484848484848486,"['opinion', 'command', 'opinion', 'opinion', 'opinion', 'statement', 'yes_no_question']"
1214,I'm hoping I'll get some bang for my buck here?,11,Leverton House has good amenities for the price and is well worth the money spent. Would you like to make a reservation?,120,2,hotel,review,"According to the reviews that I have on hand for this location, the value has been described as good for the amenities and well worth the money spent.",150,2,hotel,review,0.19422659659588543,0.2402199572664123,0.4799999999999999,0.20833333333333334,0.4,"['command', 'statement', 'opinion', 'statement', 'statement', 'command', 'command', 'open_question_factual', 'statement', 'statement', 'open_question_opinion']"
1215,Which one is in a better and safer location?,7,University Arms Hotel seems to be within walking distance of more desirable locations than the other one.,105,9,hotel,review,"The location of the Alexander Bed and Breakfast is said to be in a good location, while that of the University Arms Hotel is considered mediocre at best.",153,14,hotel,review,0.06535593760488662,0.21131949245736112,0.35555555555555557,0.13953488372093023,0.17777777777777778,"['yes_no_question', 'command', 'statement', 'statement', 'statement', 'statement', 'opinion']"
1216,Does it have a good view?,13,"According to previous guests, the Alexander Bed and Breakfast has excellent views of the surrounding area. Is there any other information I can find for you?",157,4,hotel,review,The Alexander Bed and Breakfast has a great view of the ocean. Would you like me to book a room for you?,104,6,hotel,review,0.18395815190447387,0.20989602131874646,0.4999999999999999,0.34782608695652173,0.4583333333333333,"['statement', 'statement', 'comment', 'statement', 'statement', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'command', 'yes_no_question']"
1217,What's the view like from the room there?,5,Many like the ocean view and think it's stunning and wonderful. One guest said the view was primary reason for booking hotel.,125,4,hotel,review,The Alexander Bed and Breakfast has a wonderful view of the ocean. Would you like me to book a room for you?,108,6,hotel,review,0.04449945957170704,0.14089027877109161,0.4,0.046511627906976744,0.22222222222222224,"['statement', 'statement', 'open_question_opinion', 'statement', 'open_question_opinion']"
1218,Is the location easily accessible and convenient?,3,The restaurant is easily accessible by either walking or driving and it is also very convenient for it has a big parking area.,126,2,restaurant,review,"The Restaurant Alimentum is in a convenient place with tons of parking, but one person said it was disappointing.",113,3,restaurant,review,0.02560758356087475,0.14233601325812242,0.3333333333333333,0.049999999999999996,0.23809523809523808,"['opinion', 'statement', 'yes_no_question']"
1219,Would you know whether the Lensfield Hotel is a quiet place to stay?,5,The Lensfield Hotel is in a really quiet area. Only two guests found it to be noisy but the rest said it was really quiet.,122,8,hotel,review,"The Lensfield Hotel is a quiet place to stay according to most guests, but a few guests did complain about the noise.",117,8,hotel,review,0.1119319088982402,0.18771250687205734,0.4255319148936171,0.13333333333333333,0.3829787234042554,"['statement', 'opinion', 'opinion', 'opinion', 'command']"
1220,Does Rice Boat have a huge selection of beers I can try?,7,The reviewers who addressed the variety of the drinks were disappointed with the limited selections. Do you have any other questions?,133,4,restaurant,review,"Yes, they do have a good selection of beers at Rice Boat. Past guests have said that they really enjoyed the beer.",114,2,restaurant,review,0.021300733682208986,0.06378132118451027,0.23255813953488372,0.0,0.09302325581395349,"['opinion', 'opinion', 'opinion', 'statement', 'statement', 'statement', 'command']"
1221,Does the room have a great view?,9,"Rosa's Bed and Breakfast veiw has been described as gorgeous, pleasant, breathtaking, and wonderful.",100,4,hotel,review,"Yes, Rosa's Bed and Breakfast has a great view. Past guests have described it as breathtaking.",94,4,hotel,review,0.15936357366603363,0.2719776707858469,0.5625,0.26666666666666666,0.5625,"['statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'statement', 'statement', 'opinion', 'yes_no_question']"
1222,Do they mention clean rooms?,13,"According to one review from a person who stayed at Hobsons House in the past, the room was clean and tidy.",107,1,hotel,review,The majority of guests that stayed at the Hobsons House were pleased with the cleanliness of the bathrooms. There were a few who thought the bathrooms were not well cleaned. Would you like to know more about them?,213,4,hotel,review,0.031846520522279265,0.14982192570117553,0.3389830508474576,0.07017543859649122,0.23728813559322035,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'statement', 'statement', 'pos_answer', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
1223,Is their waitstaff capable of providing efficient and high quality service?,3,"The Backstreet Bistro has great service according to most, but one guest complained about a staff member being prejudiced.",122,4,restaurant,review,The majority of reviewers thought that the service was good. Only one person had a bad experience with the service.,115,4,restaurant,review,0.025828020030551086,0.10120396478797417,0.20512820512820512,0.0,0.20512820512820512,"['statement', 'statement', 'yes_no_question']"
1224,I need a really good internet connection do they have that there?,9,"Yes, the internet is reliable and fast at the Allenbell hotel. Do you want to make a reservation there or do you have more questions?",133,4,hotel,review,"If you require a really good internet connection during your stay at the Allenbell, the location provided is extremely fast and reliable.",137,5,hotel,review,0.07915547800601716,0.20879250399031737,0.46808510638297873,0.08888888888888889,0.1702127659574468,"['statement', 'opinion', 'opinion', 'statement', 'opinion', 'statement', 'open_question_opinion', 'opinion', 'statement']"
1225,Can you check and see if they have rooms with a lot of space at the Avalon?,9,The reviews of the room size at Avalon are greatly mixed with half stating their accommodations were cramped and have believing they were an unexpected plus.,157,2,hotel,review,"According to the reviews I have on hand for that location, the opinions are mixed.  Half found the rooms cramped and small, while half found them spacious and enjoyable.",169,2,hotel,review,0.03271533817575915,0.162158023439274,0.3636363636363637,0.1132075471698113,0.29090909090909095,"['open_question_opinion', 'opinion', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'statement', 'command']"
1226,Do they offer good breakfast options?,11,The Kirkwood House has many great breakfast options for free. Would you like any more information about it?,107,3,hotel,review,"Yes, they offer good breakfast options at Kirkwood House. Past guests have said that there are many options for breakfast.",122,3,hotel,review,0.059283300616380014,0.1941086115131455,0.3157894736842105,0.16666666666666669,0.2631578947368421,"['statement', 'opinion', 'opinion', 'neg_answer', 'command', 'statement', 'command', 'command', 'command', 'statement', 'yes_no_question']"
1227,Does the hotel have a good view from the window?,5,"Guests that stay at the A and B Guest House are treated to a great view from its windows, especially at sunset.",111,3,hotel,review,"Yes, the A and B Guest House does have a good view from the windows. Past guests have said that the view was excellent.",119,3,hotel,review,0.2171185208108769,0.257793322218941,0.5217391304347826,0.2727272727272727,0.43478260869565216,"['statement', 'statement', 'yes_no_question', 'statement', 'yes_no_question']"
1228,Could you let me know if the Lensfield Hotel is in a quiet area of the city? I prefer a hotel with not a lot of noise.,7,The vast majority of customers said that the hotel was really quiet. Only one person complained about noise.,108,8,hotel,review,"The Lensfield Hotel is in a quiet area of the city, but it can be noisy at times. Can I help you with anything else?",116,8,hotel,review,0.01996819088094332,0.18708002495028145,0.23255813953488372,0.0,0.13953488372093023,"['statement', 'statement', 'statement', 'statement', 'opinion', 'statement', 'command']"
1229,Does it have various non-alcoholic drink options?,3,"Yes, customers will receive plenty of non-alcoholic drink options to choose from at The Hotspot restaurant.",107,1,restaurant,review,"The Hotpot has plenty of non-alcoholic drinks to choose from, but they're overpriced. Do you need a reservation?",112,1,restaurant,review,0.1258220555845937,0.26884395494137225,0.48648648648648646,0.34285714285714286,0.4324324324324324,"['statement', 'statement', 'open_question_factual']"
1230,Is the hotel quiet?,7,"Many guests have complained about excessive noise at the venue, but others mentioned the relative quiet at the location. It seems like opinions are mixed on this issue.",168,7,hotel,review,The Express by Holiday Inn Cambridge gets some mixed reviews on noise levels. Some guests found it to be surprisingly quiet while others complained about it being noisy. Would you like to know more about them?,209,7,hotel,review,0.02888933649227603,0.17416699056938706,0.34375000000000006,0.03225806451612903,0.15625000000000003,"['statement', 'open_question_opinion', 'command', 'statement', 'command', 'statement', 'yes_no_question']"
1231,Do you know whether the rooms at Avalon Hotel are large?,7,"I'm not sure, one guest said that the rooms were small and another guest said that the room was spacious . Would you like to make a booking elsewhere?",150,2,hotel,review,"According to the reviews I have on hand for that location, the opinions are mixed.  Half found the rooms cramped and small, while half found them spacious and enjoyable.",169,2,hotel,review,0.03358851369497101,0.12657595118939452,0.3103448275862069,0.03571428571428571,0.20689655172413793,"['yes_no_question', 'opinion', 'command', 'command', 'statement', 'statement', 'statement']"
1232,Can I request a room with a decent view?,15,Those that stay at the Alexander Bed and Breakfast are treated to exceptional views of the ocean and surrounding sights.,120,4,hotel,review,The Alexander Bed and Breakfast has a wonderful view of the ocean. Would you like me to make a reservation for you?,115,5,hotel,review,0.1516834432881333,0.23764453559607468,0.47619047619047616,0.35,0.4285714285714286,"['statement', 'opinion', 'opinion', 'command', 'command', 'opinion', 'opinion', 'opinion', 'command', 'statement', 'statement', 'command', 'command', 'statement', 'command']"
1233,Does the room have a great view?,5,The view from the room in the Hobsons House is breathtaking and absolutely amazing.  Guests love waking up to that view.,120,2,hotel,review,"Yes, the view from the Hobsons House is breathtaking. Past guests have described it as amazing.",95,2,hotel,review,0.2311085476125148,0.27198520740206433,0.5405405405405405,0.4,0.4864864864864864,"['statement', 'statement', 'open_question_opinion', 'statement', 'open_question_opinion']"
1234,Which hotel has the most comfortable bed?,13,They both have really good beds according to customer reviews. Is there anything else you would like to know?,109,3,hotel,review,The Express by Holiday Inn Cambridge has very comfortable beds. Would you like me to book it for you?,101,3,hotel,review,0.028423265381137038,0.11281208857907102,0.2631578947368421,0.0,0.21052631578947367,"['opening', 'command', 'opinion', 'statement', 'opinion', 'opinion', 'opinion', 'command', 'command', 'opinion', 'open_question_factual', 'statement', 'open_question_opinion']"
1235,Does it have a room with a good view?,11,The view from the rooms of Hobsons House are breathtaking and amazing. Would you like a reservation?,100,2,hotel,review,"Yes, the Hobsons House does have a good view. Past guests have described it as breathtaking.",92,2,hotel,review,0.055380039444061294,0.19355743540362721,0.3636363636363636,0.06451612903225808,0.24242424242424243,"['opinion', 'command', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'yes_no_question']"
1236,Do they have top notch atmosphere?,3,"Although the Rice House is clean, you may be seated too close to the kitchen without a comfortable atmosphere and the ambiance has been described as mediocre.",158,3,restaurant,review,The Rice House gets mixed reviews on their atmosphere. Some say it's super nice and others say it was mediocre. Would you like to know more about them?,151,4,restaurant,review,0.04034110170120257,0.15050794621567992,0.2857142857142857,0.07407407407407408,0.2142857142857143,"['opinion', 'statement', 'open_question_opinion']"
1237,is the outdoor area nice?,5,"Yes, it's got a nice outdoor dining area. Can I answer anything else about the restaurant or help you with another booking?",123,2,restaurant,review,"Yes, La Margherita has a great place for outdoor dining in the warm weather. Would you like to know more about them?",116,2,restaurant,faq,0.053568509217565737,0.16946378918393928,0.31111111111111117,0.046511627906976744,0.2666666666666666,"['yes_no_question', 'yes_no_question', 'command', 'statement', 'yes_no_question']"
1238,How good is their service?,5,"The Jinling Noodle Bar has mixed reviews about their service. While the majority says the service is great, there are comments about the slowness of the orders. Would you like to know more about the restaurant?",210,3,restaurant,review,The Jinling Noodle Bar has really good service according to most customers. Only one person had a problem with the service.,123,4,restaurant,review,0.09921414073581447,0.15231032639573086,0.3157894736842105,0.18181818181818182,0.2807017543859649,"['statement', 'statement', 'statement', 'statement', 'statement']"
1239,Do they have a good outdoor space to eat?,7,They do have an outdoor eating area. One review said it was huge and great in warm weather. Is there anything else I can help you with?,135,2,restaurant,review,"Yes, La Margherita has a great place for outdoor dining. Would you like me to reserve a table for you?",102,2,restaurant,faq,0.01816230541030891,0.0974264029714739,0.12765957446808512,0.0,0.0851063829787234,"['statement', 'open_question_opinion', 'opinion', 'command', 'command', 'command', 'open_question_opinion']"
1240,Do they have clean bathrooms in the hotel?,7,The bathrooms at the Allenbell are very clean and sanitary. Do you want to make a reservation there?,100,2,hotel,review,"Yes, the bathrooms at the Allenbell are very clean and sanitary. Can I answer anything else for you about the hotel?",116,2,hotel,review,0.39242591746953154,0.32667473375778905,0.5641025641025642,0.48648648648648646,0.5641025641025642,"['open_question_opinion', 'opinion', 'opinion', 'statement', 'statement', 'statement', 'open_question_opinion']"
1241,And what about their internet connection? I need a stable connection to get some work done.,9,The Bridge Guest House offers free WiFi with guests saying it's super fast and reliable. Would you like to know more about them?,128,3,hotel,review,The Bridge Guest House offers free Wi-Fi for their guests to use. Would you like me to book you a room?,103,7,hotel,review,0.3017841704439114,0.26455660557963656,0.4782608695652174,0.31818181818181823,0.4782608695652174,"['statement', 'opinion', 'yes_no_question', 'statement', 'statement', 'statement', 'statement', 'opinion', 'open_question_opinion']"
1242,Before I book it needs to be in a quiet area of town. Is Acorn guest house in quiet area?,15,"The Acorn gets some stellar reviews on their noise levels with customers saying it was so quiet, enjoyable, and a place to relax and hear yourself think. Would you like to know more about them?",193,3,hotel,review,"Yes, the Acorn Guest House is in a quiet area of town. Past guests have said that they were not disturbed by any loud or disruptive patrons.",140,3,hotel,review,0.013753046171114563,0.0977065742464913,0.12903225806451613,0.03333333333333333,0.0967741935483871,"['statement', 'open_question_factual', 'statement', 'statement', 'command', 'statement', 'statement', 'statement', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement']"
1243,"Yes, what kind of alcohol do they have?",5,"Grafton Hotel Restaurant does serve alcohol. I do not have an exact list of their drink options, but they do offer English ale.",127,5,restaurant,review,"Yes, they do serve alcohol at Grafton Hotel Restaurant. They have a wide variety of non-alcoholic drinks.",105,6,restaurant,review,0.08879493835803175,0.19144691513069756,0.4878048780487805,0.20512820512820512,0.2926829268292683,"['statement', 'statement', 'opinion', 'opinion', 'command']"
1244,Is its location nice?,3,The reviews I've seen were very complimentary about the location because it was close to things like business and sightseeing destinations. Would you like to know more about the Avalon?,185,2,hotel,review,"The Avalon is in a very convenient location, but parking is limited. Would you like me to find a place with better parking?",123,4,hotel,review,0.09028235945596537,0.15428124077861596,0.2962962962962963,0.11538461538461538,0.25925925925925924,"['statement', 'statement', 'yes_no_question']"
1245,Great! This hotel have clean bathrooms too?,3,"Yes, guests were impressed by the bathrooms which were super-clean and sanitary. Would you like me to check availability at the Allenbell?",138,2,hotel,review,The Allenbell hotel has super clean and sanitary bathrooms. Would you like me to book a room for you?,101,2,hotel,review,0.22523697594538702,0.3049385756323906,0.5714285714285715,0.39999999999999997,0.47619047619047616,"['command', 'statement', 'open_question_opinion']"
1246,I want to make sure the bathrooms there are clean.,17,The bathroom are very clean upon check up and the room is also clean and it is definitely good value for your money.,116,5,hotel,review,"The Avalon has really clean bathrooms according to most guests, but one person did say that the bathroom needed a good clean.",125,5,hotel,review,0.025590823010528178,0.15522070745023095,0.2666666666666666,0.046511627906976744,0.17777777777777776,"['statement', 'opinion', 'opinion', 'opinion', 'yes_no_question', 'statement', 'pos_answer', 'opinion', 'command', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'command', 'opinion']"
1247,Does the Nirala establish have nice views?,11,"Not all seats have a view, but those that do have an amazing one. Shall I request a view table with your reservation?",117,4,restaurant,review,The Nirala has beautiful views from the windows of their restaurant. Would you like me to book a table for you?,111,5,restaurant,review,0.020439626060504187,0.10492074166158726,0.13636363636363635,0.0,0.13636363636363635,"['statement', 'open_question_opinion', 'opinion', 'command', 'statement', 'statement', 'complaint', 'statement', 'statement', 'statement', 'opinion']"
1248,Does this hotel offer rooms with a good view?,21,The view was described as amazing by one previous guest helping them to feel relaxed. Would you like me to book it for you?,123,1,hotel,review,"Yes, the rooms at the Lovell Lodge do offer a good view. Past guests have described it as amazing.",98,1,hotel,review,0.03790498156271684,0.12224079112698999,0.32558139534883723,0.04878048780487805,0.23255813953488372,"['command', 'statement', 'statement', 'statement', 'pos_answer', 'open_question_opinion', 'opinion', 'open_question_factual', 'statement', 'statement', 'statement', 'opinion', 'pos_answer', 'open_question_opinion', 'statement', 'opinion', 'opinion', 'statement', 'opinion', 'command', 'yes_no_question']"
