,turn_nr,dialogue_act_history,question,question_dialogue_act,reference_length,reference_response,reference_response_summary,reference_response_question,ref_knowledge,ref_know_nr,reference_domain,reference_doc_type,prediction_length,prediction_response,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL
0,5,"['statement', 'command', 'opinion', 'command', 'open_question_factual']",Does the place come with a friendly staff?,open_question_factual,153,"The University Arms Hotel has a staff that is friendly and helpful generally, but when troubleshooting specific issues they may be rude or disrespectful.","The University Arms Hotel has a staff that is friendly and helpful generally, but when troubleshooting specific issues they may be rude or disrespectful.",,"['I did not find the staff very responsive or helpful.', 'Another added merit was that the hotel staff was very friendly and polite.', 'When attempting to troubleshoot my issue with staff, they were disrespectful and rude.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.021500559910414344,0.0,0.0,0.0
0,9,"['statement', 'statement', 'statement', 'opinion', 'command', 'command', 'command', 'command', 'statement']",The place has a good atmosphere right?,statement,109,The Kymmoy has authentic decor and a modern atmosphere according to two reviewers. Do you want a reservation?,The Kymmoy has authentic decor and a modern atmosphere according to two reviewers.,Do you want a reservation?,"['The modern, authentic décor and setting makes for a good atmosphere for smaller and larger parties alike.', 'KYMMOY serves Asian oriental cuisine in a modern atmosphere.']",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'opinion', 'opinion', 'opinion', 'command', 'statement', 'yes_no_question']",Is the Riverside Brasserie located in a place that's in a good neighborhood and accessible?,yes_no_question,151,It is according to some of the reviews left by the previous customers.  However there are some customers who stated that the location is just mediocre.,It is according to some of the reviews left by the previous customers.  . However there are some customers who stated that the location is just mediocre.,,"['Riverside Brasserie serves good portions in a nice location with a good view.', ""If you can forgive Riverside Brasserie for its mediocre location, in the middle of a nondescript strip mall, you'll be delighted by their modern European cuisine, which includes a wide range of options such as goulash, tapas, quiche, and freshly-baked pretzels."", 'They have an outdoor area which was nice, and overall it was in a nice location.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'command', 'statement', 'statement', 'command', 'statement', 'command', 'statement', 'command']","First, let me know if this chinese restaurant offers a drinks menu with alcoholic beverage options?",command,117,"Yes, this Chinese restaurant The Hotpot does provide alcoholic beverage options, but the quality is somewhat lacking.","Yes, this Chinese restaurant The Hotpot does provide alcoholic beverage options, but the quality is somewhat lacking.",,"['In addition, the drinks were mediocre.', ""The food was of good quality and portion, you had a nice outdoor but i didn't like the limited drinks"", 'I thought that the drink list was impressive and of high quality.', ""There's plenty of non-alcoholic drinks to choose from but they're also overpriced."", ""We both didn't like the drinks though."", 'The menu prices are also super affordable, so I easily could have ordered additional plates without breaking the bank, or maybe a drink or two, since the drinks menu was also well-priced.']",7,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'command', 'statement', 'statement', 'thanking', 'statement', 'statement', 'yes_no_question']",Is the hotel located near good places to go?,yes_no_question,188,"I can't tell you for sure, but it is located right off of a highway exit, so some guests say it is in a good location. Another guest says the location is a bit of a pain to get to, though.","I can't tell you for sure, but it is located right off of a highway exit, so some guests say it is in a good location.. Another guest says the location is a bit of a pain to get to, though.",,"['It was a bit of a pain getting to my meetings, as the place is not strategically located.', 'First of all, the 24 hour front desk was super convenient for my late arrival, and the location was really good, right off the highway exit.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'open_question_opinion', 'open_question_opinion', 'command', 'command']",Have there been any complaints about the staff and the services at this hotel?,command,117,The Carolina Bed and Breakfast is known for having really friendly staff. I couldn't find any bad remarks about them!,The Carolina Bed and Breakfast is known for having really friendly staff.. I couldn't find any bad remarks about them!,,"['On first arrival, the staff was very friendly and it lasted through my whole stay.', 'They offered assistance and assured us they were there if we needed them for anything.', 'The staff was very friendly and we felt comfortable and welcomed by them as soon as we arrived.', 'The staff always smiled when I saw them, which was welcoming.', 'It made us feel that the staff really cared about our visit.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0210989010989011,0.0,0.0,0.0
0,7,"['statement', 'command', 'command', 'opinion', 'opinion', 'statement', 'open_question_opinion']",Is the location nice?,open_question_opinion,106,The restaurant is located in the best place offering easy access and convenience to very many attractions.,The restaurant is located in the best place offering easy access and convenience to very many attractions.,,"['We dined outdoors because the location was nice and the weather was great.', 'The only downsides were the poor location in the city of the restaurant, as well as the outdated indoor decor.', ""Darry's gives you generous portions and the location is a block down from me."", 'It took us 30 minutes to get to the place from our home, which felt like way too long to drive for a simple brunch, and the service was pretty lackluster and slow.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['opinion', 'open_question_factual', 'command', 'statement', 'yes_no_question']",Are the breakfast options very good?,yes_no_question,113,The breakfast options provided to guests that stay at the Worth House are seen as being delicious and convenient.,The breakfast options provided to guests that stay at the Worth House are seen as being delicious and convenient.,,"['Accessible parking was easily available, which was really convenient, and they even offered some excellent breakfast options.', 'We also enjoyed the delicious breakfast options we got to select from.']",4,hotel,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'statement', 'command']",Can you first tell me if they have a nice indoor atmosphere?,command,105,Panahar gets good reviews on their atmosphere and decor. Would you like to know anything else about them?,Panahar gets good reviews on their atmosphere and decor.,Would you like to know anything else about them?,['The food was really good and had a good atmosphere and decor.'],1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['yes_no_question', 'open_question_opinion', 'yes_no_question']",Do they charge for wifi?,yes_no_question,134,"No, the WiFi is free, but some guests have complained that it's not very fast. Will that work for you or should I find another option?","No, the WiFi is free, but some guests have complained that it's not very fast.",Will that work for you or should I find another option?,"['However, I had difficulty using the provided wireless Internet, it was slow and unresponsive.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'command', 'command', 'statement', 'yes_no_question']",Do they offer non-alcoholic beverages here?,yes_no_question,116,"Yes, Thanh Binh has a wide selection of non-alcoholic beverages on their menu. Would you like to make a reservation?","Yes, Thanh Binh has a wide selection of non-alcoholic beverages on their menu.",Would you like to make a reservation?,"['My beverage was so-so at best, but at least the drinks were cheap and there were lots of non-alcoholic options .', 'Thanh Binh also has a pretty great menu of specialty drinks with really reasonable and affordable prices, which is great because their non-alcoholic menu leaves a lot to be desired.']",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']",Does it have large rooms?,yes_no_question,106,All of the reviews I found said that the rooms there are very big. Would you like a reservation with them?,All of the reviews I found said that the rooms there are very big.,Would you like a reservation with them?,"['My room was spacious.', 'I was happy that my room was really big.', 'The place had everything we needed, a large big room that never felt cramp, a nice clean bathroom, and a very kid-friendly atmosphere.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,21,"['statement', 'open_question_factual', 'command', 'opinion', 'opinion', 'statement', 'opinion', 'statement', 'statement', 'opinion', 'statement', 'statement', 'open_question_opinion', 'statement', 'statement', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'yes_no_question']",Is the location of this guesthouse pretty good?,yes_no_question,162,"While the location of the Acorn Guest House can be considered safe and comfortable, it's far from the center of the city, which leaves guests with mixed opinions.","While the location of the Acorn Guest House can be considered safe and comfortable, it's far from the center of the city, which leaves guests with mixed opinions.",,"['The only thing we did not like was the location.', 'I felt extremely safe and comfortable with the location of the guesthouse.', 'The location is the only downside, as it was far from the center.', 'That is not the fault of the Acorn Guest House, but you do have to travel about 15 minutes if you want to get to any nightlife.', 'It was honestly in a good location, which made all the difference.', ""The location wasn't great though, but I was struggling to find an available place that offered a perfect location plus free wi-fi."", ""We didn't care so much if it had other things, but a great view and good location, were not things we were going to give a little on.""]",7,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['opinion', 'command', 'opinion', 'open_question_opinion', 'opinion', 'open_question_opinion', 'neg_answer', 'opinion', 'open_question_factual']",Does this place have excellent customer service?,open_question_factual,108,"I found two people that say the Prezzo has good service, and one person that said the service was just okay.","I found two people that say the Prezzo has good service, and one person that said the service was just okay.",,"['From our window seat we had a wonderful view of the city, and we were served promptly as soon as we stat down.', 'The view was just okay and the service was not that good.', 'We especially enjoyed the drink options and had great service as well.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['open_question_factual', 'command', 'command', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'opinion', 'opinion']",Is the staff friendly?,opinion,127,I could only find good things that were said about the staff at the gonville hotel. Would you like to book a reservation there?,I could only find good things that were said about the staff at the gonville hotel.,Would you like to book a reservation there?,"['Also the staffs were well trained, they helped me with the things that I needed and were polite at all times asking me what they could do more for me.', 'Room service was available, and the food was very unique and delicious, and the staff that brought it to us were always super friendly and professional.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.024273072060682688,0.0,0.0,0.0
0,19,"['statement', 'opinion', 'open_question_factual', 'statement', 'yes_no_question', 'statement', 'statement', 'statement', 'command', 'opinion', 'opinion', 'opinion', 'opinion', 'statement', 'command', 'opinion', 'opinion', 'statement', 'statement']",Do they have amazing services?,statement,187,The reviews were split with some finding service to be prompt and outstanding and others thought their server was inattentive and service was not great. Do you have any further questions?,The reviews were split with some finding service to be prompt and outstanding and others thought their server was inattentive and service was not great.,Do you have any further questions?,"['We ordered the Baklava and Gozleme which were very well prepared and the service was out standing.', 'The service was very prompt and quick.', ""The only thing that wasn't that great was the service."", 'My server seemed to disappear for several minutes at a time and ignored me when I tried to make eye contact.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'opinion', 'yes_no_question', 'statement', 'statement', 'yes_no_question', 'yes_no_question']",Is it good value for the rate?,yes_no_question,179,The majority of Ashley guests feel they got a great deal considering the price. There were also guests who thought it was a bit overpriced. Would you like to know more about them?,The majority of Ashley guests feel they got a great deal considering the price.. There were also guests who thought it was a bit overpriced.,Would you like to know more about them?,"['I was overall quite pleased with the value for the money.', 'Great value.', 'The rooms are definitely overpriced and on the smaller side, but not too bad.', 'I was at Ashley hotel with my wife, and we were pleasantly surprised at the good quality, considering the price.', 'The room provided a pretty decent value for the price spent and there was a nice variety of breakfast options, including lots of fresh fruit and smoothies.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['statement', 'statement', 'statement', 'open_question_opinion', 'opinion', 'opinion', 'statement', 'statement', 'yes_no_question', 'statement', 'open_question_factual']",Is the staff friendly and easy to deal with?,open_question_factual,111,"The Aylesbray Lodge Guest House has super welcoming staff, but sometimes people complain they are understaffed.","The Aylesbray Lodge Guest House has super welcoming staff, but sometimes people complain they are understaffed.",,"['When we arrived the reception area was a bit understaffed and our check in took a while as the cashier was also checking her phone.', 'The staff was super friendly and welcoming to everyone in the family, including our toddler, who can be a bit overwhelming at times.', 'The staff was nice even though they could not help with luggage storage.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.02931297709923665,0.0,0.0,0.0
0,5,"['command', 'statement', 'yes_no_question', 'statement', 'yes_no_question']",Is the waitstaff known for providing high quality service?,yes_no_question,122,"The quality of the service can really vary there. Will that be okay, or should I look at one of the other upscale options?",The quality of the service can really vary there.,"Will that be okay, or should I look at one of the other upscale options?","['I did notice however, that the service was not great.', ""The server wasn't always there and took awhile to bring stuff."", 'The only thing i disliked is the service was mediocre.', 'It wasnt terrible, but the server took a while to get to us, and wasnt overly friendly.', 'The quality of food and drinks were good and the service was great.', 'My server had the best attitude and was very attentive.']",6,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'opinion', 'opinion', 'opinion', 'statement', 'command', 'open_question_factual', 'nonsense']","Hold up, I want a massive room.",nonsense,108,All of the reviews I found for University Arms Hotel say that the rooms are all large. Does that sound good?,All of the reviews I found for University Arms Hotel say that the rooms are all large.,Does that sound good?,"['My room was spacious.', 'I was happy that my room was really big.', 'The place had everything we needed, a large big room that never felt cramp, a nice clean bathroom, and a very kid-friendly atmosphere.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['command', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'command', 'command', 'yes_no_question']",Does Curry Garden serve good food portions?,yes_no_question,150,"People are split in their opinions of the portions sizes. The portions are being described as puny by some, and enough to leave you stuffed by others.","People are split in their opinions of the portions sizes.. The portions are being described as puny by some, and enough to leave you stuffed by others.",,"['We were stuffed.', 'The prices are surprisingly affordable for the portion size, as well.', 'The portions were so small though sadly.', 'The food was bland and dry and the portions were puny.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['opinion', 'statement', 'yes_no_question']",Is this guesthouse in a quiet area?,yes_no_question,114,The Limehouse guesthouse is a wonderfully quiet hotel with comfy beds. Is there anything else I can help you with?,The Limehouse guesthouse is a wonderfully quiet hotel with comfy beds.,Is there anything else I can help you with?,"['I recently visited Limehouse on a family vacation, and I found that it was a wonderfully quiet hotel that was perfect for a family getaway.', 'That said, I have to give it points for being a quiet hotel with comfy beds, but if you favor saving money, I would look elsewhere!']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['open_question_opinion', 'statement', 'statement', 'statement', 'statement', 'command', 'command', 'command', 'yes_no_question']",Does it have good portions?,yes_no_question,142,The portions at the City Stop Restaurants are reviewed as very tiny. Would you like me to find another restaurant that serves larger portions?,The portions at the City Stop Restaurants are reviewed as very tiny.,Would you like me to find another restaurant that serves larger portions?,['The only real knock I can give this establishment is that the portions they give you are really tiny.'],1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'opinion', 'open_question_opinion', 'opinion', 'opinion', 'statement', 'yes_no_question']",Do they have any large rooms available?,yes_no_question,129,"According to the reviews I have on hand, the opinions are mixed. 66% thought they were too small and 33% thought they were large.","According to the reviews I have on hand, the opinions are mixed.. 66% thought they were too small and 33% thought they were large.",,"['Also, the larger size of our room made the experience within the room that much more comfortable.', ""The cons are that the rooms are tiny, I couldn't comfortably walk around in mine alone."", 'Multiple people would probably be a nightmare.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['command', 'statement', 'yes_no_question']",Do you know if Limehouse is in a good location?,yes_no_question,139,"According to the reviews I have on hand for that location, the location itself is convenient, nice, really good, and strategically located.","According to the reviews I have on hand for that location, the location itself is convenient, nice, really good, and strategically located.",,"['It was strategically located, which was great.', 'I easily got to my meetings, as the location was convenient and nice.', 'I recently took a solo trip and stayed at Limehouse, which was in a really good location.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['statement', 'statement', 'open_question_opinion', 'statement', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'statement', 'opinion', 'statement', 'statement', 'statement', 'statement']","There won't be anything gross like dirty bathrooms there, right?",statement,170,"No, there shouldn't be any dirty bathrooms. Past guests at the Worth House have commented that the bathrooms are spotless and some of the cleanest bathrooms they've seen.","No, there shouldn't be any dirty bathrooms.. Past guests at the Worth House have commented that the bathrooms are spotless and some of the cleanest bathrooms they've seen.",,"[""Like, i didn't even notice water spots on the faucets or anything."", 'The bathroom was one of the cleanest I have stay in at a guest house.', ""The bathrooms were probably the cleanest ones I've ever seen so you know how much the cleaning staff takes pride in their jobs."", 'The room was clean and the bathroom was spotless.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement']",Do they have big rooms?,statement,104,A guest was impressed by the big room. Very spacious and accommodating. Made the whole trip comfortable.,A guest was impressed by the big room.. Very spacious and accommodating.. Made the whole trip comfortable.,,"['During my recent stay at ALLENBELL with your family, I was impressed by the big room with a clean bathroom.']",1,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'opinion', 'opinion', 'statement', 'open_question_opinion']",Which one provides a nice area for outdoor dining?,open_question_opinion,118,"The Eraina restaurant lacks an outdoor seating area, while the Michaelhouse Cafe does feature both indoor and outdoor.","The Eraina restaurant lacks an outdoor seating area, while the Michaelhouse Cafe does feature both indoor and outdoor.",,[],2,restaurant,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'opinion', 'opinion', 'statement', 'statement', 'opinion', 'opinion']",Which one has a nice viewing area around the building?,opinion,120,The views at the Travellers Rest are mixed and mediocre while that at the Graffiti range from lackluster to spectacular.,The views at the Travellers Rest are mixed and mediocre while that at the Graffiti range from lackluster to spectacular.,,"[""It mainly just looks out at a brick wall, so the view from inside is a bit lacking, but that didn't detract from my enjoyment."", 'This place has a spectacular view which makes one appreciate the delicious food even more.', 'The location also offered great views.', 'My only gripe was the lackluster view out the windows', 'The view is alright but there are nicer places nearby.', 'I liked the view and how high of quality the food and drinks were.', 'The restaurant also has a really nice view, especially if you ask for window seating.', ""You can't go here for a romantic dinner though because the view and indoor decor are bad."", 'It offers great views at an incredible location.', 'Despite the great location, the view was average at best, with an alley view of a bad part of the city.']",10,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['opinion', 'statement', 'statement', 'statement', 'statement', 'open_question_factual', 'opinion', 'statement', 'yes_no_question']",Do they have a good stable WIFI connection?,yes_no_question,126,"According to past guests of University Arms Hotel, there is complimentary wifi. However, one past guest said that it was slow.","According to past guests of University Arms Hotel, there is complimentary wifi.. However, one past guest said that it was slow.",,"['However, I had difficulty using the provided wireless Internet, it was slow and unresponsive.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['yes_no_question', 'statement', 'yes_no_question']",Does it have a big and spacious room?,yes_no_question,122,"Most Reviewers said that the room was too small. However, one person said that the large room made their experience great.","Most Reviewers said that the room was too small.. However, one person said that the large room made their experience great.",,"['Also, the larger size of our room made the experience within the room that much more comfortable.', ""The cons are that the rooms are tiny, I couldn't comfortably walk around in mine alone."", 'Multiple people would probably be a nightmare.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'opinion', 'opinion', 'command', 'statement', 'yes_no_question']",Do you know if the bathrooms there are clean?,yes_no_question,130,The bathrooms at the Express by Holiday Inn Cambridge are seen by the majority of previous guests as being lacking in cleanliness.,The bathrooms at the Express by Holiday Inn Cambridge are seen by the majority of previous guests as being lacking in cleanliness.,,"['Even the bathroom was clean to my standards and by the time I looked in the bathroom, I was determined to find at least a water spot or stray hair in the drain or something.', 'Nothing.', 'I also found that the bathroom was not at all clean enough when I checked in.', 'Nope.', ""Now for the bad....the bathroom may be spotless, but when I turned on the water to take a shower, I quickly found something I didn't like.""]",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['complaint', 'command', 'statement', 'opinion', 'yes_no_question', 'open_question_factual', 'statement', 'command', 'command', 'command', 'command', 'statement', 'opinion']",Does the Express offer very clean rooms?  That's a must-have for me.,opinion,183,"People differ in their opinions of the cleanliness. They have been described as pristine, but they've also been described as having dust and grime in the less used spaces of the room.","People differ in their opinions of the cleanliness.. They have been described as pristine, but they've also been described as having dust and grime in the less used spaces of the room.",,"['In addition, the room was not very clean.', 'The basics were okay but there was dust and a little grime in less used spaces of the room.', ""This room was so clean, I couldn't find anything to complain about."", 'Upon using the facilities at this location, I found that they had been recently cleaned and were pristine.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,17,"['opinion', 'open_question_opinion', 'statement', 'statement', 'statement', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']",Do you know how spacious the rooms are at the Lovell Lodge?,yes_no_question,116,"Reviews are mixed with some saying that it's quite spacious, while others have said they could have used more space.","Reviews are mixed with some saying that it's quite spacious, while others have said they could have used more space.",,"['However, the room itself was very open and provided a lot of room in order to relax.', 'We could have used more space in the room and there was noise from nearby rooms.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'thanking', 'opinion', 'open_question_opinion', 'other_answers', 'open_question_opinion', 'yes_no_question']",Does the hotel offer Continental breakfast?,yes_no_question,188,"Hamilton Lodge offers a variety of breakfast options, but I don't see anything that specifically mentions a Continental breakfast. Would you like to contact the hotel to ask them directly?","Hamilton Lodge offers a variety of breakfast options, but I don't see anything that specifically mentions a Continental breakfast.",Would you like to contact the hotel to ask them directly?,"['The breakfast options were plentiful, too.', 'In the morning, we were offered great breakfast choices, which we enjoyed.', 'In the morning I had breakfast and they had lots of things to choose from.', 'We have very different tastes in food, and we were both satisfied with what was available.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['yes_no_question', 'command', 'statement', 'command', 'command', 'statement', 'statement', 'statement', 'command', 'statement', 'yes_no_question']",are the bathrooms very clean?,yes_no_question,119,"Yes, the bathrooms at Leverton House do seem to be very clean. Past guests have even described them as sparkling clean.","Yes, the bathrooms at Leverton House do seem to be very clean.. Past guests have even described them as sparkling clean.",,"['Also, the cleanliness of the bathroom was a huge pro.', 'You can tell the cleaning staff takes pride in their jobs.', 'I was with my family at this place, and we were happy to see the bathrooms were sparkling clean.', 'During my recent stay at LEVERTON HOUSE with your family, I was very happy with the clean room especially the bathroom.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'opinion', 'statement', 'command', 'statement', 'yes_no_question']",is that a quiet place?,yes_no_question,113,"Yes, it's very quiet, and suitable for sleeping or doing work. There are no loud background noises here normally.","Yes, it's very quiet, and suitable for sleeping or doing work.. There are no loud background noises here normally.",,"['Which is a good thing for sleeping.', 'I was surprised by how quiet it was as well.', 'Sometimes I would go to the lobby to do work just so I could talk to the staff!', 'It was silent.', 'I was able to do my work in my room no problem.', 'When I went to bed I noticed just how quiet the whole place was.', 'No loud noises, or background -- or anything.']",7,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['yes_no_question', 'open_question_opinion', 'statement', 'statement', 'command', 'statement', 'statement', 'open_question_opinion', 'yes_no_question', 'statement', 'yes_no_question', 'statement', 'open_question_factual', 'statement', 'yes_no_question']",Are the bathrooms dirty there?,yes_no_question,191,"According to the reviews I have on hand for that location, the opinions are mixed.  One third found they needed to be cleaned on arrival, while two thirds found them nice, clean and pristine.","According to the reviews I have on hand for that location, the opinions are mixed.  . One third found they needed to be cleaned on arrival, while two thirds found them nice, clean and pristine.",,"[""The negatives is that the bathroom wasn't that clean when we first arrived and that the beds could've been more comfortable."", 'The place had everything we needed, a large big room that never felt cramp, a nice clean bathroom, and a very kid-friendly atmosphere.', 'When we went to use the facilities at this hotel, we both noticed how the bathrooms had been cleaned and they were pristine in quality.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,19,"['statement', 'opinion', 'opinion', 'statement', 'statement', 'statement', 'open_question_factual', 'statement', 'open_question_factual', 'statement', 'statement', 'open_question_opinion', 'opinion', 'opinion', 'opinion', 'command', 'command', 'statement', 'yes_no_question']",Is there a group rate?,yes_no_question,109,"I don't see a group rate, but this B&B provides great value for the price. Can I help you with anything else?","I don't see a group rate, but this B&B provides great value for the price.",Can I help you with anything else?,"['Along with that the prices were really good, so you get a great value for your money.']",1,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['statement', 'statement', 'statement', 'opinion', 'opinion', 'statement', 'open_question_factual', 'statement', 'yes_no_question', 'statement', 'yes_no_question', 'statement', 'pos_answer', 'statement', 'yes_no_question']",Are the bathrooms spotless?,yes_no_question,192,"Reviews on bathroom cleanliness at the Ashley hotel are mixed, with half claiming the bathrooms are spotless and modern and half claiming they had to ask multiple times for them to be cleaned.","Reviews on bathroom cleanliness at the Ashley hotel are mixed, with half claiming the bathrooms are spotless and modern and half claiming they had to ask multiple times for them to be cleaned.",,"['The bathrooms were spotless, and modern.', 'I had to ask them to clean the bathroom again.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'open_question_factual', 'opinion', 'statement', 'command', 'yes_no_question', 'statement', 'yes_no_question']",does this hotel have good breakfast choices?,yes_no_question,112,"Yes, those that have previously stayed at the Rosa's Bed and Breakfast have enjoyed the tasty breakfast options.","Yes, those that have previously stayed at the Rosa's Bed and Breakfast have enjoyed the tasty breakfast options.",,"['I was more than happy to have breakfast there than to get something out.', 'People at fast food restaurants need to train here!', 'Best of all was the plentiful and delicious breakfast options that I really enjoyed!', 'I was super pleased with the very tasty breakfast options that I enjoyed the morning I checked out.', 'I very much enjoyed the breakfasts.', 'I was also pleased with the breakfast options.', 'Not only was the breakfast immaculate, but the staff was so friendly.', 'The options were great and the meals were always tasty!']",10,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,17,"['statement', 'command', 'statement', 'open_question_factual', 'other_answers', 'statement', 'open_question_factual', 'statement', 'opinion', 'command', 'statement', 'opinion', 'opinion', 'opinion', 'opinion', 'command', 'yes_no_question']",Does this location have a welcoming atmosphere?,yes_no_question,174,Yes it does according to the reviews left by previous customers.   The reviews stated that places makes gor a great getaway however others have said it was annoying and loud.,Yes it does according to the reviews left by previous customers.   . The reviews stated that places makes gor a great getaway however others have said it was annoying and loud.,,"['It makes for a great evening getaway.', 'The view out the window was a wonderful view of the city, but the atmosphere within the restaurant was boisterous and annoying.', 'The Cambridge chop house is a nice place to eat with the family.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'statement', 'opinion', 'opinion', 'yes_no_question']",Are the rooms clean?,yes_no_question,134,The housekeeping standards at the Express by Holiday Inn Cambridge vary greatly as half the rooms are pristine and the others unkempt.,The housekeeping standards at the Express by Holiday Inn Cambridge vary greatly as half the rooms are pristine and the others unkempt.,,"['In addition, the room was not very clean.', 'The basics were okay but there was dust and a little grime in less used spaces of the room.', ""This room was so clean, I couldn't find anything to complain about."", 'Upon using the facilities at this location, I found that they had been recently cleaned and were pristine.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['statement', 'statement', 'opinion', 'statement', 'statement', 'statement', 'open_question_factual', 'statement', 'pos_answer', 'open_question_opinion', 'complaint', 'statement', 'statement', 'statement', 'yes_no_question']",Do they have a great selection of non-alcoholic drinks there?,yes_no_question,141,Only one review addressed non-alcoholic drinks and the reviewer was disappointed with the available options. Do you have any other questions?,Only one review addressed non-alcoholic drinks and the reviewer was disappointed with the available options.,Do you have any other questions?,['I was a hugely disappointed by the drinks and the non alcoholic drink list.'],1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
