reference_response_question_end,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
other information about the property?,0.0,0.0,0.0,0.0,0.0,1
other information about the restaurant?,0.0,0.0,0.0,0.0,0.0,2
other information do you need?,0.0,0.0,0.0,0.0,0.0,1
other information on the restaurant?,0.0,0.0,0.0,0.0,0.0,1
other information that you need?,0.0,0.0013269749118805724,0.0,0.0,0.0,21
other options for you instead?,0.0,0.0,0.0,0.0,0.0,1
other options for your stay?,0.0,0.0,0.0,0.0,0.0,1
other places with better ratings?,0.0,0.0,0.0,0.0,0.0,19
other places with better reviews?,0.0,0.007937181025590134,0.0,0.0,0.0,3
other places with higher ratings?,0.0,0.0,0.0,0.0,0.0,1
other questions about archway house?,0.0,0.0,0.0,0.0,0.0,1
other questions about ashley hotel?,0.0,0.0,0.0,0.0,0.0,1
other questions about bangkok city?,0.0,0.0,0.0,0.0,0.0,1
other questions about caffe uno?,0.0,0.0,0.0,0.0,0.0,2
other questions about cambridge lodge?,0.0,0.0,0.0,0.0,0.0,1
other questions about don paquale?,0.0,0.0,0.0,0.0,0.0,1
other questions about fitzbillies restaurant?,0.0,0.0,0.0,0.0,0.0,1
other questions about gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
other questions about saigon city?,0.0,0.0,0.0,0.0,0.0,1
other questions about thanh binh?,0.0,0.0,0.0,0.0,0.0,2
other questions about the b&b?,0.0,0.0,0.0,0.0,0.0,1
other questions about the gardenia?,0.0,0.0,0.0,0.0,0.0,1
other questions about the gonville?,0.0,0.02857142857142858,0.0,0.0,0.0,1
other questions about the hotel?,0.0,0.0023057523718025704,0.0,0.0,0.0,11
other questions about the lodging?,0.0,0.0,0.0,0.0,0.0,1
other questions about the menu?,0.0,0.005131860299358518,0.0,0.0,0.0,2
other questions about the place?,0.0,0.019631901840490802,0.0,0.0,0.0,1
other questions about the property?,0.0,0.0050577024197402355,0.0,0.0,0.0,7
other questions about the restaurant?,0.0,0.0,0.0,0.0,0.0,20
other questions about the rooms?,0.0,0.0,0.0,0.0,0.0,1
other questions about their menu?,0.0,0.0,0.0,0.0,0.0,1
other questions about this location?,0.0,0.0,0.0,0.0,0.0,2
other questions about this property?,0.0,0.01997918834547347,0.0,0.0,0.0,1
other questions about zizzi cambridge?,0.0,0.0,0.0,0.0,0.0,1
other questions at this time?,0.0,0.0,0.0,0.0,0.0,2
other questions before you book?,0.0,0.0,0.0,0.0,0.0,1
other questions do you have?,0.0,0.0,0.0,0.0,0.0,1
other questions for me today?,0.0,0.0,0.0,0.0,0.0,2
other questions for you today?,0.0,0.0,0.0,0.0,0.0,6
other questions i can answer?,0.0,0.0,0.0,0.0,0.0,1
other questions regarding menu options?,0.0,0.0,0.0,0.0,0.0,1
other questions to help decide?,0.0,0.0,0.0,0.0,0.0,1
other restaurants in the area?,0.0,0.0,0.0,0.0,0.0,1
out a few other places?,0.0,0.0,0.0,0.0,0.0,1
out a more affordable restaurant?,0.0,0.0,0.0,0.0,0.0,1
out for you about meghna?,0.0,0.0,0.0,0.0,0.0,1
out more about the carolina?,0.0,0.0,0.0,0.0,0.0,1
out more about the drinks?,0.0,0.0,0.0,0.0,0.0,1
out more about their portions?,0.0,0.0,0.0,0.0,0.0,1
out more information about them?,0.0,0.0,0.0,0.0,0.0,1
out more information about this?,0.0,0.0,0.0,0.0,0.0,1
out some less expensive places?,0.0,0.0,0.0,0.0,0.0,1
outdoor dining as an option?,0.0,0.0,0.0,0.0,0.0,1
outdoor dining to your reservation?,0.0,0.0,0.0,0.0,0.0,1
perhaps for a different date?,0.0,0.0,0.0,0.0,0.0,1
place and cancel this one?,0.0,0.0,0.0,0.0,0.0,1
place in the same area?,0.0,0.006543967280163601,0.0,0.0,0.0,3
place in the same vicinity?,0.0,0.0,0.0,0.0,0.0,3
"place is completely silent, right?",0.0,0.0,0.0,0.0,0.0,1
place that has better decor?,0.0,0.0,0.0,0.0,0.0,2
place that has more options?,0.0,0.0,0.0,0.0,0.0,1
place that offers more options?,0.0,0.0,0.0,0.0,0.0,1
place that offers more variety?,0.0,0.0,0.0,0.0,0.0,1
place with a better location?,0.0,0.0,0.0,0.0,0.0,3
place with a better value?,0.0,0.0,0.0,0.0,0.0,1
place with a better view?,0.0,0.0,0.0,0.0,0.0,3
place with better atmosphere ratings?,0.0,0.0,0.0,0.0,0.0,1
place with better bed ratings?,0.0,0.0,0.0,0.0,0.0,1
place with better customer reviews?,0.0,0.0,0.0,0.0,0.0,1
place with better indoor decor?,0.0,0.016763678696158326,0.0,0.0,0.0,1
place with better interior decor?,0.0,0.0,0.0,0.0,0.0,1
place with better noise ratings?,0.0,0.00994818652849741,0.0,0.0,0.0,1
place with better portion sizes?,0.0,0.0,0.0,0.0,0.0,1
place with better staff ratings?,0.0,0.0,0.0,0.0,0.0,1
place with better staff reviews?,0.0,0.0,0.0,0.0,0.0,1
place with better view ratings?,0.0,0.0,0.0,0.0,0.0,1
place with higher service ratings?,0.0,0.0,0.0,0.0,0.0,1
place with large serving portions?,0.0,0.0,0.0,0.0,0.0,1
place with larger portions sizes?,0.0,0.0,0.0,0.0,0.0,1
place with more affordable prices?,0.0,0.0,0.0,0.0,0.0,4
place with more generous portions?,0.0,0.0,0.0,0.0,0.0,1
place with more interesting decor?,0.0,0.0,0.0,0.0,0.0,1
place with more lively ambiance?,0.0,0.0,0.0,0.0,0.0,1
place with more upscale decor?,0.0,0.0,0.0,0.0,0.0,1
place with really nice decor?,0.0,0.0,0.0,0.0,0.0,1
place you'd like to go?,0.0,0.0,0.0,0.0,0.0,2
place you'd like to visit?,0.0,0.0,0.0,0.0,0.0,1
places for better staff reviews?,0.0,0.0,0.0,0.0,0.0,1
places with better staff reviews?,0.0,0.0,0.0,0.0,0.0,2
portion size a little further?,0.0,0.0,0.0,0.0,0.0,1
"pretty clean.. sounds good, right?",0.0,0.0,0.0,0.0,0.0,1
"prince, or book a table?",0.0,0.0,0.0,0.0,0.0,1
proceed to make a reservation?,0.0,0.010958904109589045,0.0,0.0,0.0,2
proceed with making a reservation?,0.0,0.0,0.0,0.0,0.0,1
property to ask them directly?,0.0,0.0,0.0,0.0,0.0,1
pull up some other places?,0.0,0.0,0.0,0.0,0.0,1
questions about alpha-milton guest house?,0.0,0.0,0.0,0.0,0.0,1
questions about da vinci pizzeria?,0.0,0.0,0.0,0.0,0.0,1
questions about dojo noodle bar?,0.0,0.0,0.0,0.0,0.0,2
questions about frankie and bennys?,0.0,0.0,0.0,0.0,0.0,1
questions about lan hong house?,0.0,0.0,0.0,0.0,0.0,2
questions about restaurant two two?,0.0,0.0,0.0,0.0,0.0,1
questions about the cambridge belfry?,0.0,0.0,0.0,0.0,0.0,1
questions about the missing sock?,0.0,0.0,0.0,0.0,0.0,1
questions about the university arms?,0.0,0.0,0.0,0.0,0.0,1
questions about this holiday inn?,0.0,0.0,0.0,0.0,0.0,1
questions about your dining options?,0.0,0.0,0.0,0.0,0.0,1
questions about your upcoming reservation?,0.0,0.0,0.0,0.0,0.0,2
questions about your upcoming stay?,0.0,0.0,0.0,0.0,0.0,2
questions for you about anatolia?,0.0,0.0,0.0,0.0,0.0,1
questions for you about cityroomz?,0.0,0.02931297709923665,0.0,0.0,0.0,1
questions i can help with?,0.0,0.011636363636363639,0.0,0.0,0.0,2
questions that you'd like answered?,0.0,0.0,0.0,0.0,0.0,1
questions to help you choose?,0.0,0.0,0.0,0.0,0.0,1
rated more highly in service?,0.0,0.0,0.0,0.0,0.0,1
ratings on the food portions?,0.0,0.0,0.0,0.0,0.0,1
ready to book it now?,0.0,0.0,0.0,0.0,0.0,1
ready to book?,0.0,0.023272727272727278,0.0,0.0,0.0,1
ready to make a booking?,0.0,0.0,0.0,0.0,0.0,1
regarding your reservation at kymmoy?,0.0,0.0,0.0,0.0,0.0,1
reservation and find another option?,0.0,0.0,0.0,0.0,0.0,1
reservation at allenbell for you?,0.0,0.0,0.0,0.0,0.0,1
reservation at alpha-milton guest house?,0.0,0.0,0.0,0.0,0.0,1
reservation at one of them?,0.0,0.0,0.0,0.0,0.0,1
reservation at one of these?,0.0,0.0,0.0,0.0,0.0,1
reservation at university arms hotel?,0.0,0.0,0.0,0.0,0.0,1
reservation for a table indoors?,0.0,0.0,0.0,0.0,0.0,1
reservation for a table outdoors?,0.0,0.0,0.0,0.0,0.0,1
reservation for you at bedouin?,0.0,0.0,0.0,0.0,0.0,1
reservation for your party outdoors?,0.0,0.0,0.0,0.0,0.0,1
reservation or find more locations?,0.0,0.0,0.0,0.0,0.0,1
reservation or try someplace else?,0.0,0.0,0.0,0.0,0.0,1
reservation there or keep looking?,0.0,0.0,0.0,0.0,0.0,1
reservation there or look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
reserve a room for you?,0.0,0.0015841584158415845,0.0,0.0,0.0,15
reserve a table for you?,0.0,0.0,0.0,0.0,0.0,16
reserve you a table now?,0.0,0.0,0.0,0.0,0.0,8
restaurant in a better location?,0.0,0.0,0.0,0.0,0.0,2
restaurant in a different area?,0.0,0.0,0.0,0.0,0.0,1
restaurant one seven for you?,0.0,0.0,0.0,0.0,0.0,1
restaurant or is this okay?,0.0,0.0,0.0,0.0,0.0,1
restaurant that serves larger portions?,0.0,0.0,0.0,0.0,0.0,1
restaurant with a better view?,0.0,0.0,0.0,0.0,0.0,3
restaurant with better portion reviews?,0.0,0.0,0.0,0.0,0.0,1
restaurant with better view reviews?,0.0,0.0,0.0,0.0,0.0,1
restaurant with more highly-rated quiche?,0.0,0.0,0.0,0.0,0.0,1
reviews of the copper kettle?,0.0,0.0,0.0,0.0,0.0,1
reviews on the noise level?,0.0,0.0,0.0,0.0,0.0,1
room at acorn guest house?,0.0,0.006432160804020102,0.0,0.0,0.0,3
room at arbury lodge guesthouse?,0.0,0.0,0.0,0.0,0.0,1
room at huntingdon marriott hotel?,0.0,0.0,0.0,0.0,0.0,1
room at the gonville hotel?,0.0,0.0,0.0,0.0,0.0,2
rosa's before i book it?,0.0,0.022802850356294542,0.0,0.0,0.0,1
search and find something quieter?,0.0,0.0,0.0,0.0,0.0,1
search for a quiter option?,0.0,0.0,0.0,0.0,0.0,1
search for another location ?,0.0,0.0,0.0,0.0,0.0,1
searching for a better alternative?,0.0,0.027195467422096328,0.0,0.0,0.0,1
see about making a reservation?,0.0,0.0,0.0,0.0,0.0,1
shall i book a room?,0.0,0.01054945054945055,0.0,0.0,0.0,2
shall i book a table?,0.0,0.0,0.0,0.0,0.0,1
shall i book it?,0.0,0.0,0.0,0.0,0.0,1
shall i book you?,0.0,0.0,0.0,0.0,0.0,1
shall i book?,0.0,0.0,0.0,0.0,0.0,1
shall we book a reservation?,0.0,0.0,0.0,0.0,0.0,1
should i book a reservation?,0.0,0.0,0.0,0.0,0.0,2
should i book a room?,0.0,0.0,0.0,0.0,0.0,1
should i book a table?,0.0,0.0,0.0,0.0,0.0,5
should i book ashley hotel?,0.0,0.0,0.0,0.0,0.0,1
should i book it?,0.0,0.0,0.0,0.0,0.0,15
should i book that table?,0.0,0.0,0.0,0.0,0.0,1
should i book the allenbell?,0.0,0.01672473867595819,0.0,0.0,0.0,1
should i cancel the reservation?,0.0,0.0,0.0,0.0,0.0,1
should i check another hotel?,0.0,0.0,0.0,0.0,0.0,1
should i check on availability?,0.0,0.0,0.0,0.0,0.0,2
should i check other options?,0.0,0.0,0.0,0.0,0.0,1
should i check other restaurants?,0.0,0.0,0.0,0.0,0.0,1
should i choose another option?,0.0,0.0,0.0,0.0,0.0,2
should i do another search?,0.0,0.0,0.0,0.0,0.0,2
should i find another location?,0.0,0.0,0.0,0.0,0.0,1
should i find another option?,0.0,0.0035164835164835165,0.0,0.0,0.0,6
should i find something else?,0.0,0.0,0.0,0.0,0.0,2
should i look for others?,0.0,0.0,0.0,0.0,0.0,1
should i make a reservation?,0.0,0.013933236574746011,0.0,0.0,0.0,2
should i make a resevation?,0.0,0.0,0.0,0.0,0.0,1
should i make that reservation?,0.0,0.0,0.0,0.0,0.0,1
should i make the reservation?,0.0,0.0,0.0,0.0,0.0,1
should i pick another option?,0.0,0.0,0.0,0.0,0.0,1
should i reserve a table?,0.0,0.0,0.0,0.0,0.0,1
should i run another search?,0.0,0.0,0.0,0.0,0.0,1
should i try another hotel?,0.0,0.0,0.0,0.0,0.0,1
should i try another search?,0.0,0.0,0.0,0.0,0.0,1
should i try something else?,0.0,0.0,0.0,0.0,0.0,2
should i try somewhere else?,0.0,0.0,0.0,0.0,0.0,1
should i verify your reservations?,0.0,0.0,0.0,0.0,0.0,1
should look at other options?,0.0,0.0,0.0,0.0,0.0,1
should we cancel your reservation?,0.0,0.0,0.0,0.0,0.0,1
should we keep your reservation?,0.0,0.0,0.0,0.0,0.0,1
should we look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
should we make a reservation?,0.0,0.0,0.0,0.0,0.0,1
so maybe try that place?,0.0,0.0,0.0,0.0,0.0,1
"some mixed signals there, eh?",0.0,0.0,0.0,0.0,0.0,1
some more information about hotpot?,0.0,0.0,0.0,0.0,0.0,1
some more information about it?,0.0,0.0,0.0,0.0,0.0,3
some more information about them?,0.0,0.0,0.0,0.0,0.0,9
some more information on eraina?,0.0,0.0,0.0,0.0,0.0,1
some more information on it?,0.0,0.0,0.0,0.0,0.0,1
some more information on them?,0.0,0.0,0.0,0.0,0.0,4
some other hotels for you?,0.0,0.0,0.0,0.0,0.0,1
some other options to explore?,0.0,0.0,0.0,0.0,0.0,1
some other places for value?,0.0,0.0,0.0,0.0,0.0,1
some other places for you?,0.0,0.0,0.0,0.0,0.0,1
something with a nicer view?,0.0,0.0,0.0,0.0,0.0,1
something you'd be interested in?,0.0,0.0,0.0,0.0,0.0,1
something you'd like to try?,0.0,0.0,0.0,0.0,0.0,1
somewhere else for another hotel?,0.0,0.0,0.0,0.0,0.0,1
somewhere that is more quiet?,0.0,0.0,0.0,0.0,0.0,1
sound good enough for you?,0.0,0.0,0.0,0.0,0.0,2
sound good to you?,0.0,0.0010769014293209756,0.0,0.0,0.0,43
sound good?,0.0,0.002818141787758697,0.0,0.0,0.0,9
"sounds friendly, right?",0.0,0.020711974110032366,0.0,0.0,0.0,1
sounds good right?,0.0,0.0,0.0,0.0,0.0,1
"sounds good, right?",0.0,0.012597095424853664,0.0,0.0,0.0,7
"sounds nice, eh?",0.0,0.01016949152542373,0.0,0.0,0.0,2
"sounds nice, right?",0.0,0.02191780821917809,0.0,0.0,0.0,3
specific amenities that you require?,0.0,0.0,0.0,0.0,0.0,1
specific drink you're interested in?,0.0,0.0,0.0,0.0,0.0,1
start another search for you?,0.0,0.0,0.0,0.0,0.0,1
still interested in a booking?,0.0,0.0,0.0,0.0,0.0,1
still interested in a room?,0.0,0.0,0.0,0.0,0.0,1
still interested in staying there?,0.0,0.0,0.0,0.0,0.0,1
still interested in this location?,0.0,0.0,0.0,0.0,0.0,2
still like a room here?,0.0,0.0,0.0,0.0,0.0,1
still like a room there?,0.0,0.0,0.0,0.0,0.0,1
still like to book here?,0.0,0.007114624505928854,0.0,0.0,0.0,2
still like to try it?,0.0,0.0,0.0,0.0,0.0,1
still want a reservation there?,0.0,0.0,0.0,0.0,0.0,2
such as booking a table?,0.0,0.0,0.0,0.0,0.0,1
table at da vinci pizzeria?,0.0,0.013052345343303878,0.0,0.0,0.0,1
table at either of those?,0.0,0.0,0.0,0.0,0.0,1
table at grafton hotel restaurant?,0.0,0.0,0.0,0.0,0.0,1
table for 8 for you?,0.0,0.0,0.0,0.0,0.0,1
table for you at ask?,0.0,0.0,0.0,0.0,0.0,1
table for you at nandos?,0.0,0.0,0.0,0.0,0.0,1
table on the skyline side?,0.0,0.0,0.0,0.0,0.0,1
table or find something else?,0.0,0.0,0.0,0.0,0.0,1
table or get more information?,0.0,0.0,0.0,0.0,0.0,1
table or try something else?,0.0,0.0,0.0,0.0,0.0,1
table there or look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
table with a good view?,0.0,0.0,0.0,0.0,0.0,2
table with a nice view?,0.0,0.0,0.0,0.0,0.0,1
tell you about the hotel?,0.0,0.027195467422096328,0.0,0.0,0.0,1
tell you about the property?,0.0,0.0,0.0,0.0,0.0,1
that a deal-breaker for you?,0.0,0.0,0.0,0.0,0.0,1
that does have large portions?,0.0,0.0,0.0,0.0,0.0,1
that does have nicer views?,0.0,0.0,0.0,0.0,0.0,1
that going to be okay?,0.0,0.0,0.0,0.0,0.0,1
that has plenty of options?,0.0,0.0,0.0,0.0,0.0,1
that i can assist with?,0.0,0.008751139471285325,0.0,0.0,0.0,2
that might have larger rooms?,0.0,0.0,0.0,0.0,0.0,1
that place or somewhere else?,0.0,0.0,0.0,0.0,0.0,1
that serves kung pao chicken?,0.0,0.0,0.0,0.0,0.0,1
that sound good for you?,0.0,0.0,0.0,0.0,0.0,1
that sound good to you?,0.0,0.0,0.0,0.0,0.0,20
that sound okay for you?,0.0,0.0,0.0,0.0,0.0,2
that sound okay to you?,0.0,0.0,0.0,0.0,0.0,2
that sounds alright to you?,0.0,0.0,0.0,0.0,0.0,1
that sounds good to you?,0.0,0.0,0.0,0.0,0.0,1
that still work for you?,0.0,0.0,0.0,0.0,0.0,3
that will be a problem?,0.0,0.0,0.0,0.0,0.0,1
that you need to know?,0.0,0.0,0.0,0.0,0.0,2
that's a little more affordable?,0.0,0.0,0.0,0.0,0.0,1
that's got a better view?,0.0,0.0,0.0,0.0,0.0,1
that's got a great view?,0.0,0.0,0.0,0.0,0.0,1
the address and phone number?,0.0,0.0,0.0,0.0,0.0,1
the booking and look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
the carolina bed and breakfast?,0.0,0.015153906866614051,0.0,0.0,0.0,1
the drink options offered there?,0.0,0.0,0.0,0.0,0.0,1
the express by holiday inn?,0.0,0.0,0.0,0.0,0.0,1
the gonville hotel for you?,0.0,0.01777777777777778,0.0,0.0,0.0,1
the guest house for you?,0.0,0.0,0.0,0.0,0.0,2
the guesthouse for you today?,0.0,0.0,0.0,0.0,0.0,1
"the highway, will that work?",0.0,0.0,0.0,0.0,0.0,1
the hotel for you today?,0.0,0.0,0.0,0.0,0.0,1
the leverton for your trip?,0.0,0.0,0.0,0.0,0.0,1
the menu at la tasca?,0.0,0.0,0.0,0.0,0.0,1
the other guest house option?,0.0,0.0,0.0,0.0,0.0,1
the other options for you?,0.0,0.0,0.0,0.0,0.0,1
the portions a little further?,0.0,0.0,0.0,0.0,0.0,1
the river bar and steakhouse?,0.0,0.0,0.0,0.0,0.0,1
the room at gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
the size of your party?,0.0,0.0,0.0,0.0,0.0,1
their address or phone number?,0.0,0.0,0.0,0.0,0.0,1
their larger rooms is available?,0.0,0.0,0.0,0.0,0.0,1
their menu or anything else?,0.0,0.0,0.0,0.0,0.0,1
them or book a table?,0.0,0.0,0.0,0.0,0.0,2
them or check another place?,0.0,0.0,0.0,0.0,0.0,1
them or make a reservation?,0.0,0.0,0.0,0.0,0.0,1
there anything else you need?,0.0,0.0,0.0,0.0,0.0,3
there or get more information?,0.0,0.0,0.0,0.0,0.0,1
there or know anything else?,0.0,0.02191780821917809,0.0,0.0,0.0,1
there something else you need?,0.0,0.0,0.0,0.0,0.0,1
there's a large room available?,0.0,0.0,0.0,0.0,0.0,1
there's a larger room available?,0.0,0.0,0.0,0.0,0.0,1
"there, or any other information?",0.0,0.027866473149492022,0.0,0.0,0.0,1
they have a table available?,0.0,0.0,0.0,0.0,0.0,1
they have larger rooms available?,0.0,0.0,0.0,0.0,0.0,1
things about the restaurant today?,0.0,0.0,0.0,0.0,0.0,1
this help you at all?,0.0,0.0,0.0,0.0,0.0,1
those sound good to you?,0.0,0.0,0.0,0.0,0.0,1
time you wish to reserve?,0.0,0.0,0.0,0.0,0.0,1
to answer for you today?,0.0,0.0,0.0,0.0,0.0,1
to book a hotel elsewhere?,0.0,0.0,0.0,0.0,0.0,1
to book a reservation now?,0.0,0.0,0.0,0.0,0.0,1
to book a reservation there?,0.0,0.006412145563380193,0.0,0.0,0.0,12
to book a room there?,0.0,0.003707660045583796,0.0,0.0,0.0,50
to book a stay there?,0.0,0.009329446064139943,0.0,0.0,0.0,2
to book a table for?,0.0,0.0,0.0,0.0,0.0,1
to book a table here?,0.0,0.0,0.0,0.0,0.0,1
to book a table now?,0.0,0.0,0.0,0.0,0.0,2
to book a table outdoors?,0.0,0.0,0.0,0.0,0.0,3
to book a table there?,0.0,0.0,0.0,0.0,0.0,13
to book a table tonight?,0.0,0.0,0.0,0.0,0.0,1
to book an outdoor table?,0.0,0.0,0.0,0.0,0.0,1
to book arbury lodge guesthouse?,0.0,0.019296482412060306,0.0,0.0,0.0,1
to book at table there?,0.0,0.0,0.0,0.0,0.0,1
to book it for you?,0.0,0.003131796127321562,0.0,0.0,0.0,48
to book one of them?,0.0,0.0,0.0,0.0,0.0,1
to book that for you?,0.0,0.0,0.0,0.0,0.0,5
to book the gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
to book the hotel now?,0.0,0.0,0.0,0.0,0.0,1
to book this for you?,0.0,0.0,0.0,0.0,0.0,2
to book you a reservation?,0.0,0.0,0.0,0.0,0.0,6
to book you a room?,0.0,0.002488478121526651,0.0,0.0,0.0,19
to book you a table?,0.0,0.0,0.0,0.0,0.0,16
to check another japanese restaurant?,0.0,0.0,0.0,0.0,0.0,1
to check availability for you?,0.0,0.0,0.0,0.0,0.0,2
to check into other places?,0.0,0.0,0.0,0.0,0.0,1
to check on room availablilty?,0.0,0.0,0.0,0.0,0.0,1
to check out another place?,0.0,0.005402363534046148,0.0,0.0,0.0,2
to check out other places?,0.0,0.0,0.0,0.0,0.0,2
to check out other restaurants?,0.0,0.0,0.0,0.0,0.0,1
to contact the hotel directly?,0.0,0.0,0.0,0.0,0.0,1
to continue with a booking?,0.0,0.0,0.0,0.0,0.0,2
to continue with a reservation?,0.0,0.0,0.0,0.0,0.0,2
to continue with your booking?,0.0,0.0,0.0,0.0,0.0,1
to convince you to book?,0.0,0.0,0.0,0.0,0.0,2
to double check for you?,0.0,0.0,0.0,0.0,0.0,1
to explore some other locations?,0.0,0.0,0.0,0.0,0.0,1
to explore some other options?,0.0,0.0018106374952847981,0.0,0.0,0.0,11
to explore some other places?,0.0,0.0,0.0,0.0,0.0,1
to find a different one?,0.0,0.0,0.0,0.0,0.0,1
to find a different option?,0.0,0.0,0.0,0.0,0.0,1
to find a different place?,0.0,0.0,0.0,0.0,0.0,1
to find another place entirely?,0.0,0.01777777777777778,0.0,0.0,0.0,1
to find any additional information?,0.0,0.0,0.0,0.0,0.0,1
to find out more information?,0.0,0.0,0.0,0.0,0.0,1
to find some place else?,0.0,0.0,0.0,0.0,0.0,1
to find you another option?,0.0,0.022351571594877773,0.0,0.0,0.0,1
to get a room there?,0.0,0.0,0.0,0.0,0.0,2
to give it a shot?,0.0,0.009648241206030153,0.0,0.0,0.0,2
to give it a try?,0.0,0.011881188118811883,0.0,0.0,0.0,2
to give them a shot?,0.0,0.0,0.0,0.0,0.0,3
to give them a try?,0.0,0.0,0.0,0.0,0.0,8
to go some place else?,0.0,0.0,0.0,0.0,0.0,1
to have for your stay?,0.0,0.022351571594877773,0.0,0.0,0.0,1
to help you book it?,0.0,0.020711974110032366,0.0,0.0,0.0,1
to know about either place?,0.0,0.0,0.0,0.0,0.0,1
to know about gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
to know about meze bar?,0.0,0.0,0.0,0.0,0.0,1
to know about royal spice?,0.0,0.0,0.0,0.0,0.0,1
to know about royal standard?,0.0,0.0,0.0,0.0,0.0,1
to know about the gonville?,0.0,0.0,0.0,0.0,0.0,1
to know about the hotel?,0.0,0.03009404388714734,0.0,0.0,0.0,1
to know about the hotels?,0.0,0.0,0.0,0.0,0.0,1
to know about the restaurant?,0.0,0.0,0.0,0.0,0.0,2
to know about the restaurants?,0.0,0.0,0.0,0.0,0.0,1
to know about their menu?,0.0,0.0,0.0,0.0,0.0,1
to know about this location?,0.0,0.0,0.0,0.0,0.0,1
to know anything about them?,0.0,0.0,0.0,0.0,0.0,1
to know anything else ?,0.0,0.0,0.0,0.0,0.0,1
to know make a reservation?,0.0,0.0,0.0,0.0,0.0,1
to know more about alpha-milton?,0.0,0.0,0.0,0.0,0.0,1
to know more about cityoomz?,0.0,0.0,0.0,0.0,0.0,1
to know more about cotto?,0.0,0.0,0.0,0.0,0.0,1
to know more about dojo?,0.0,0.0,0.0,0.0,0.0,1
to know more about efes?,0.0,0.0,0.0,0.0,0.0,1
to know more about eraina?,0.0,0.0,0.0,0.0,0.0,1
to know more about it?,0.0,0.0,0.0,0.0,0.0,7
to know more about nandos?,0.0,0.0,0.0,0.0,0.0,1
to know more about panahar?,0.0,0.0,0.0,0.0,0.0,1
to know more about prezzo?,0.0,0.0,0.0,0.0,0.0,1
to know more about rajmahal?,0.0,0.0,0.0,0.0,0.0,1
to know more about rosa's?,0.0,0.0,0.0,0.0,0.0,2
to know more about them?,0.0,0.000858370746076322,0.0,0.0,0.0,385
to know more about wagamama?,0.0,0.0,0.0,0.0,0.0,2
to know more about zizzi?,0.0,0.0,0.0,0.0,0.0,1
to know more bout darry's?,0.0,0.0,0.0,0.0,0.0,1
to know more bout them?,0.0,0.0,0.0,0.0,0.0,1
to look at alternative options?,0.0,0.0,0.0,0.0,0.0,1
to look at another hotel?,0.0,0.0,0.0,0.0,0.0,2
to look at another location?,0.0,0.0,0.0,0.0,0.0,3
to look at another option?,0.0,0.0,0.0,0.0,0.0,2
to look at another place?,0.0,0.0,0.0,0.0,0.0,2
to look at another restaurant?,0.0,0.0,0.0,0.0,0.0,1
to look at other options?,0.0,0.0,0.0,0.0,0.0,8
to look at other places?,0.0,0.00632411067193676,0.0,0.0,0.0,3
to look at someplace else?,0.0,0.0,0.0,0.0,0.0,1
to look at something else?,0.0,0.022802850356294542,0.0,0.0,0.0,1
to look for another hotel?,0.0,0.0,0.0,0.0,0.0,1
to look for another one?,0.0,0.0,0.0,0.0,0.0,1
to look for another option?,0.0,0.0,0.0,0.0,0.0,7
to look for another place?,0.0,0.0,0.0,0.0,0.0,7
to look for other options?,0.0,0.0,0.0,0.0,0.0,2
to look for something else?,0.0,0.022351571594877773,0.0,0.0,0.0,1
to look into some alternatives?,0.0,0.0,0.0,0.0,0.0,1
to look some place else?,0.0,0.0,0.0,0.0,0.0,1
to make a booking now?,0.0,0.0,0.0,0.0,0.0,1
to make a booking there?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation ?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation anyway?,0.0,0.0,0.0,0.0,0.0,3
to make a reservation at?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation elsewhere?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation for?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation here?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation now?,0.0,0.0,0.0,0.0,0.0,8
to make a reservation still?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation there?,0.0,0.002081084877094859,0.0,0.0,0.0,50
to make a reservation today?,0.0,0.0,0.0,0.0,0.0,2
to make reservations for you?,0.0,0.0,0.0,0.0,0.0,3
to make to a reservation?,0.0,0.0,0.0,0.0,0.0,1
to make you a reservation?,0.0,0.0037788963328809263,0.0,0.0,0.0,13
to make your reservation now?,0.0,0.0,0.0,0.0,0.0,1
to narrow down your choice?,0.0,0.0,0.0,0.0,0.0,1
to now more about rosa's?,0.0,0.0,0.0,0.0,0.0,1
to plan a trip there?,0.0,0.0,0.0,0.0,0.0,1
to proceed with a reservation?,0.0,0.0,0.0,0.0,0.0,1
to reserve one for you?,0.0,0.0,0.0,0.0,0.0,1
