reference_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
is there anything else?,0.0,0.0,0.0,0.0,0.0,2
is there anything further that i can help you with?,0.0,0.021500559910414344,0.0,0.0,0.0,1
is there anything more you would like to know about it before making a reservation?,0.0,0.0,0.0,0.0,0.0,1
is there anything other information that you need?,0.0,0.0,0.0,0.0,0.0,1
is there anyting else i can do for you today?,0.0,0.0,0.0,0.0,0.0,1
is there anyting else i can help you with?,0.0,0.0,0.0,0.0,0.0,1
is there something else you would like to have for your stay?,0.0,0.022351571594877773,0.0,0.0,0.0,1
is there something else you'd like to ask?,0.0,0.0,0.0,0.0,0.0,1
is this helpful?,0.0,0.0,0.0,0.0,0.0,1
is this something that will be a problem?,0.0,0.0,0.0,0.0,0.0,1
"it has been noted by past customers, that express bu holiday inn in cambridge has very large spacious rooms, anything else you would like to know?",0.0,0.0,0.0,0.0,0.0,1
"it is close to one customer, and they like it, but other than that... want to change your reservation?",0.0,0.0,0.0,0.0,0.0,1
"it's right off the highway, will that work?",0.0,0.0,0.0,0.0,0.0,1
"lan hong house does not provide any outdoor seating for customers, would you like me to keep searching for places with outdoor seating?",0.0,0.0,0.0,0.0,0.0,1
let's find another option for you?,0.0,0.0,0.0,0.0,0.0,1
may i book a table for you?,0.0,0.0,0.0,0.0,0.0,2
may i book this for you?,0.0,0.0,0.0,0.0,0.0,1
may i book you a table?,0.0,0.0,0.0,0.0,0.0,1
may i help with anything else?,0.0,0.023272727272727278,0.0,0.0,0.0,1
may i help you with anything else today?,0.0,0.0,0.0,0.0,0.0,1
may i help you with anything else?,0.0,0.0,0.0,0.0,0.0,4
may i help you with something else?,0.0,0.0,0.0,0.0,0.0,1
may i please get the day and time you wish to reserve?,0.0,0.0,0.0,0.0,0.0,1
may i tell you anything else about it?,0.0,0.0,0.0,0.0,0.0,1
maybe it moved since then?,0.0,0.0,0.0,0.0,0.0,1
"nandos does not have any outdoor seating, do you want me to look for a different restaurant for you?",0.0,0.0,0.0,0.0,0.0,1
need a reservation?,0.0,0.0,0.0,0.0,0.0,1
need anything else?,0.0,0.0,0.0,0.0,0.0,1
need me to book a room?,0.0,0.0,0.0,0.0,0.0,1
"one customer said that the breakfast there was not included, but people seemed to like the options there, is that okay?",0.0,0.0,0.0,0.0,0.0,1
"one person said it was nice and peaceful for them though, do you want to look elsewhere?",0.0,0.0,0.0,0.0,0.0,1
"only one person said that the view was not that great, do you want to make a reservation?",0.0,0.0,0.0,0.0,0.0,1
or i should i help with another location?,0.0,0.0,0.0,0.0,0.0,1
or is there something else you need?,0.0,0.0,0.0,0.0,0.0,1
or should i cancel the reservation?,0.0,0.0,0.0,0.0,0.0,1
"past customers of the autumn house have complimented how clean the rooms were, anything else you would like to know?",0.0,0.0,0.0,0.0,0.0,1
ready to book?,0.0,0.023272727272727278,0.0,0.0,0.0,1
shall i book a reservation there for you?,0.0,0.0,0.0,0.0,0.0,1
shall i book a room for you or do you have additional questions?,0.0,0.01997918834547347,0.0,0.0,0.0,1
shall i book a room for you?,0.0,0.0,0.0,0.0,0.0,5
shall i book a room?,0.0,0.0,0.0,0.0,0.0,1
shall i book a table for you?,0.0,0.0,0.0,0.0,0.0,2
shall i book a table or keep looking?,0.0,0.0,0.0,0.0,0.0,1
shall i book it for you?,0.0,0.0,0.0,0.0,0.0,6
"shall i book it, or can i answer anything else?",0.0,0.0,0.0,0.0,0.0,1
shall i book it?,0.0,0.0,0.0,0.0,0.0,1
shall i book you?,0.0,0.0,0.0,0.0,0.0,1
shall i book?,0.0,0.0,0.0,0.0,0.0,1
shall i check on avaibility of tables for your visit?,0.0,0.0,0.0,0.0,0.0,1
shall i check on availability for you?,0.0,0.0,0.0,0.0,0.0,3
shall i check on little seoul for you instead?,0.0,0.0,0.0,0.0,0.0,1
shall i continue the search and find something quieter?,0.0,0.0,0.0,0.0,0.0,1
shall i find another option for you?,0.0,0.0,0.0,0.0,0.0,1
shall i go ahead and reserve a room?,0.0,0.0,0.0,0.0,0.0,1
shall i go ahead with the booking?,0.0,0.022802850356294542,0.0,0.0,0.0,1
shall i look for a better option?,0.0,0.0,0.0,0.0,0.0,1
shall i note on your booking that you've requested a larger room?,0.0,0.0,0.0,0.0,0.0,1
shall i seach for an option with better internet for you?,0.0,0.0,0.0,0.0,0.0,1
shall i search for a better option for you?,0.0,0.0,0.0,0.0,0.0,1
shall i search for an option further outside of the centre of town?,0.0,0.0,0.0,0.0,0.0,1
shall i search for an option with cleaner rooms?,0.0,0.0,0.0,0.0,0.0,1
shall i search for an option with more value for the price?,0.0,0.0,0.0,0.0,0.0,1
shall i search for another option for you?,0.0,0.0,0.0,0.0,0.0,2
shall i search for something else?,0.0,0.023272727272727278,0.0,0.0,0.0,1
shall i try one of the other options for you instead?,0.0,0.0,0.0,0.0,0.0,1
shall we book a reservation?,0.0,0.0,0.0,0.0,0.0,1
should i add a request for outdoor dining to your reservation?,0.0,0.0,0.0,0.0,0.0,1
should i book a reservation?,0.0,0.0,0.0,0.0,0.0,2
should i book a room at autumn house for you?,0.0,0.0,0.0,0.0,0.0,1
should i book a room at hobsons house for you?,0.0,0.018658892128279887,0.0,0.0,0.0,1
should i book a room for you at cambridge belfry?,0.0,0.0,0.0,0.0,0.0,1
should i book a room for you?,0.0,0.0,0.0,0.0,0.0,1
should i book a table for you at ask?,0.0,0.0,0.0,0.0,0.0,1
should i book a table for you at curry prince?,0.0,0.0,0.0,0.0,0.0,1
should i book a table for you at royal standard?,0.0,0.0,0.0,0.0,0.0,1
should i book a table for you at the oak bistro?,0.0,0.0,0.0,0.0,0.0,1
should i book a table for you?,0.0,0.0036233251556897533,0.0,0.0,0.0,7
should i book a table for your party?,0.0,0.0,0.0,0.0,0.0,1
should i book a table?,0.0,0.0,0.0,0.0,0.0,5
should i book ashley hotel?,0.0,0.0,0.0,0.0,0.0,1
should i book it for you?,0.0,0.005126307965394707,0.0,0.0,0.0,8
should i book it?,0.0,0.0,0.0,0.0,0.0,15
should i book that for you?,0.0,0.0,0.0,0.0,0.0,1
should i book that table?,0.0,0.0,0.0,0.0,0.0,1
should i book the allenbell?,0.0,0.01672473867595819,0.0,0.0,0.0,1
should i book the gonville hotel?,0.0,0.020711974110032366,0.0,0.0,0.0,1
should i book the reservation at rajmahal?,0.0,0.0,0.0,0.0,0.0,1
should i book the room at gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
should i book the room for you?,0.0,0.0,0.0,0.0,0.0,1
should i book this for you?,0.0,0.0,0.0,0.0,0.0,1
should i book worth house for you?,0.0,0.0,0.0,0.0,0.0,1
should i book you a room at acorn guest house?,0.0,0.0,0.0,0.0,0.0,1
should i book you a room at arbury lodge guesthouse?,0.0,0.0,0.0,0.0,0.0,1
should i book you a room at the gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
should i book you a room there?,0.0,0.0,0.0,0.0,0.0,1
should i book you a room?,0.0,0.0,0.0,0.0,0.0,1
should i book you a table at da vinci pizzeria?,0.0,0.013052345343303878,0.0,0.0,0.0,1
should i book you a table at meghna?,0.0,0.01672473867595819,0.0,0.0,0.0,1
should i book you a table?,0.0,0.0,0.0,0.0,0.0,1
should i cancel the reservation and try somewhere else or are you ok with dining indoors?,0.0,0.0,0.0,0.0,0.0,1
should i check for a british restaurant with outdoor dining?,0.0,0.0,0.0,0.0,0.0,1
should i check on availability for your travel dates?,0.0,0.0,0.0,0.0,0.0,1
should i check on table availability for you?,0.0,0.0,0.0,0.0,0.0,1
should i choose another one instead?,0.0,0.0,0.0,0.0,0.0,1
should i choose another option for you?,0.0,0.0,0.0,0.0,0.0,1
should i choose another option?,0.0,0.0,0.0,0.0,0.0,1
should i continue with the booking?,0.0,0.0,0.0,0.0,0.0,1
should i finalize that reservation for you?,0.0,0.0,0.0,0.0,0.0,1
should i find another option for you?,0.0,0.0,0.0,0.0,0.0,1
should i go ahead and book that for you?,0.0,0.0,0.0,0.0,0.0,1
should i go ahead and book you a table?,0.0,0.0,0.0,0.0,0.0,1
should i go ahead and make a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
should i go ahead and make a reservation?,0.0,0.0,0.0,0.0,0.0,2
should i go ahead and reserve a table for 5 people?,0.0,0.0,0.0,0.0,0.0,1
should i go back to the other guest house option?,0.0,0.0,0.0,0.0,0.0,1
should i keep looking for a better option?,0.0,0.0,0.0,0.0,0.0,1
should i keep searching for a better alternative?,0.0,0.027195467422096328,0.0,0.0,0.0,1
should i look at other options?,0.0,0.0,0.0,0.0,0.0,1
should i look for a better option for you?,0.0,0.0,0.0,0.0,0.0,1
should i look for a different hotel?,0.0,0.0,0.0,0.0,0.0,1
should i look for an different hotel for you?,0.0,0.0,0.0,0.0,0.0,1
should i look for an option with better reviews?,0.0,0.023762376237623766,0.0,0.0,0.0,1
should i look for another hotel?,0.0,0.0,0.0,0.0,0.0,1
should i look for another option for you?,0.0,0.0,0.0,0.0,0.0,2
should i look for another option?,0.0,0.007523510971786835,0.0,0.0,0.0,4
should i look for another place for you to stay instead?,0.0,0.0,0.0,0.0,0.0,1
should i look for more reviews?,0.0,0.0,0.0,0.0,0.0,1
should i look for other options or would you like a reservation for a table indoors?,0.0,0.0,0.0,0.0,0.0,1
should i look for other reviews of the copper kettle?,0.0,0.0,0.0,0.0,0.0,1
should i look for others?,0.0,0.0,0.0,0.0,0.0,1
should i look for something else or do you want to try it?,0.0,0.0,0.0,0.0,0.0,1
should i look for somewhere else for you?,0.0,0.0,0.0,0.0,0.0,1
should i make a booking for you?,0.0,0.0,0.0,0.0,0.0,1
should i make a reservation ?,0.0,0.0,0.0,0.0,0.0,1
should i make a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
should i make a reservation for your party outdoors?,0.0,0.0,0.0,0.0,0.0,1
should i make a reservation?,0.0,0.013933236574746011,0.0,0.0,0.0,2
should i make a resevation?,0.0,0.0,0.0,0.0,0.0,1
should i make that reservation?,0.0,0.0,0.0,0.0,0.0,1
should i make the reservation now?,0.0,0.0,0.0,0.0,0.0,1
should i make the reservation?,0.0,0.0,0.0,0.0,0.0,1
should i proceed and book a table for you?,0.0,0.0,0.0,0.0,0.0,1
should i proceed to make a reservation?,0.0,0.010958904109589045,0.0,0.0,0.0,2
should i reserve a table ?,0.0,0.0,0.0,0.0,0.0,1
should i reserve a table?,0.0,0.0,0.0,0.0,0.0,1
should i search for a better choice for you?,0.0,0.0,0.0,0.0,0.0,1
should i search for a better option for you?,0.0,0.0,0.0,0.0,0.0,3
should i search for a different location for you?,0.0,0.0,0.0,0.0,0.0,1
should i search for a different option for you?,0.0,0.0,0.0,0.0,0.0,1
should i search for a location with a seafood specialty?,0.0,0.0,0.0,0.0,0.0,1
should i search for a more suitable option for you?,0.0,0.02655601659751038,0.0,0.0,0.0,1
should i search for a quiter option?,0.0,0.0,0.0,0.0,0.0,1
should i search for an option that might have larger rooms?,0.0,0.0,0.0,0.0,0.0,1
should i search for an option with better service instead?,0.0,0.0,0.0,0.0,0.0,1
should i search for another hotel for you?,0.0,0.0,0.0,0.0,0.0,1
should i search for another indian restaurant for you?,0.0,0.0,0.0,0.0,0.0,1
should i search for another location ?,0.0,0.0,0.0,0.0,0.0,1
should i search for another option for you?,0.0,0.0,0.0,0.0,0.0,5
should i search for another option?,0.0,0.0,0.0,0.0,0.0,2
should i search for something else?,0.0,0.0,0.0,0.0,0.0,1
should i search for something quieter?,0.0,0.0,0.0,0.0,0.0,1
should i search for something that's described as a little quieter?,0.0,0.0,0.0,0.0,0.0,1
should i search for something with better internet?,0.0,0.0,0.0,0.0,0.0,1
should i select a different guesthouse for you?,0.0,0.0,0.0,0.0,0.0,1
should i set up a reservation for you?,0.0,0.023762376237623766,0.0,0.0,0.0,1
should i start another search for you?,0.0,0.0,0.0,0.0,0.0,1
should i try a different guesthouse for you?,0.0,0.0,0.0,0.0,0.0,1
should i try another hotel?,0.0,0.0,0.0,0.0,0.0,1
should i try another location for you?,0.0,0.02033898305084746,0.0,0.0,0.0,1
should i try another location for your stay?,0.0,0.0,0.0,0.0,0.0,1
should i try another option for you?,0.0,0.0,0.0,0.0,0.0,1
should i try another search?,0.0,0.0,0.0,0.0,0.0,1
should i try to book it?,0.0,0.0,0.0,0.0,0.0,1
should i verify your reservations?,0.0,0.0,0.0,0.0,0.0,1
should we book a room for you at the carolina bed and breakfast?,0.0,0.015153906866614051,0.0,0.0,0.0,1
should we cancel your reservation?,0.0,0.0,0.0,0.0,0.0,1
should we continue on with a booking?,0.0,0.0,0.0,0.0,0.0,1
should we go ahead with your reservation?,0.0,0.0,0.0,0.0,0.0,1
should we look at other options?,0.0,0.0,0.0,0.0,0.0,1
should we look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
should we look somewhere else for another hotel?,0.0,0.0,0.0,0.0,0.0,1
should we try another location with larger rooms?,0.0,0.0,0.0,0.0,0.0,1
"sitar tandoori is about 50/50, would you like me to find a place with higher service ratings?",0.0,0.0,0.0,0.0,0.0,1
"some mixed signals there, eh?",0.0,0.0,0.0,0.0,0.0,1
sound good enough for you?,0.0,0.0,0.0,0.0,0.0,2
sound good to you?,0.0,0.0010769014293209756,0.0,0.0,0.0,43
sound good?,0.0,0.002818141787758697,0.0,0.0,0.0,9
"sounds friendly, right?",0.0,0.020711974110032366,0.0,0.0,0.0,1
sounds good right?,0.0,0.0,0.0,0.0,0.0,1
"sounds good, right?",0.0,0.012597095424853664,0.0,0.0,0.0,7
"sounds nice, eh?",0.0,0.01016949152542373,0.0,0.0,0.0,2
"sounds nice, right?",0.0,0.02191780821917809,0.0,0.0,0.0,3
"the allenbell offers big rooms according to one guest reviewer, do you want to know anything else about the hotel?",0.0,0.0,0.0,0.0,0.0,1
"the alpha milton guest house has a better ratio, though, so maybe try that place?",0.0,0.0,0.0,0.0,0.0,1
"the aylesbray lodge guest house has a complaint about the cleanliness level of their bathrooms, might i suggest some place else?",0.0,0.0,0.0,0.0,0.0,1
"the aylesbray lodge guest house has a lot of street noise and can be a bit noisy in the rooms, would you like to change your reservation?",0.0,0.0,0.0,0.0,0.0,1
"the bathrooms at the huntingdon marriot are very clean, are you interested in making a reservation there today?",0.0,0.0,0.0,0.0,0.0,1
"the city centre north b and b has a very clean bathroom according to previous guests, would you like to book a room?",0.0,0.0,0.0,0.0,0.0,1
the express by holiday inn cambridge is said to be a bit overpriced according to most guests want to look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
"the galleria seems to have some good non-alcoholic drink options, such as coconut drinks, fruit juice, etc. would you like to book a reservation?",0.0,0.0,0.0,0.0,0.0,1
"the gonville hotel has very clean bathrooms according to previous guests, would you like me to book the room for you?",0.0,0.0,0.0,0.0,0.0,1
"the grafton hotel has nice interior decor, people seem to like it do you want to make a reservation?",0.0,0.0,0.0,0.0,0.0,1
"the hamilton lodge gets very high marks for the nose levels with guests saying it was so quiet, relaxing, and very peaceful  would you like to know more about them?",0.0,0.0,0.0,0.0,0.0,1
"the hobsons rooms seem to be quite small in size according to two guests, would you like to find another place to stay?",0.0,0.0,0.0,0.0,0.0,1
"the portion sizes at peking restaurant are said to be quite large, do you want to make a reservation there?",0.0,0.0,0.0,0.0,0.0,1
the river bar steakhouse and grill has according to all the reviews i could find would you like a reservation?,0.0,0.0,0.0,0.0,0.0,1
"the rooms are reported to be pristine, they have no dust, is there anything else you would like to know?",0.0,0.0,0.0,0.0,0.0,1
"the rooms at the autumn house hotel are large according to guest reviews, would you like to stay there?",0.0,0.0,0.0,0.0,0.0,1
"the rooms there are said to be small according to one guest reviewer, would you like to look somewhere else?",0.0,0.0,0.0,0.0,0.0,1
"the staff at the acorn guest house are considered to be friendly and welcoming, is there anything else you need to know?",0.0,0.024273072060682688,0.0,0.0,0.0,1
"the tandoori palace has bland decor inside of it, is that going to be a problem or should i book you a table?",0.0,0.018604651162790694,0.0,0.0,0.0,1
"the view in charlie chan is considered to be mediocre, would you like to find somewhere else to make a reservation?",0.0,0.0,0.0,0.0,0.0,1
"the warkworth house has continental and buffet options for breakfast, would you like to make a reservation?",0.0,0.0,0.0,0.0,0.0,1
there are also some comments by guest who said they did not like the meal served at the b&b. would you like to know more about them?,0.0,0.0,0.0,0.0,0.0,1
"there were also some customers who didn't like the location saying it was not in the best area, would you like to know more about them or should i look for another place?",0.0,0.0,0.0,0.0,0.0,1
want a reservation there?,0.0,0.0,0.0,0.0,0.0,1
want a reservation?,0.0,0.0,0.0,0.0,0.0,2
want another suggestion?,0.0,0.0,0.0,0.0,0.0,1
want me to book it for you?,0.0,0.025363276089828274,0.0,0.0,0.0,1
want me to book it?,0.0,0.010355987055016183,0.0,0.0,0.0,2
want me to book you a room there?,0.0,0.0,0.0,0.0,0.0,1
want more info or to keep searching?,0.0,0.0,0.0,0.0,0.0,1
want to book a reservation?,0.0,0.008268733850129202,0.0,0.0,0.0,3
want to book a room?,0.0,0.0,0.0,0.0,0.0,4
want to book a table there or do you have more questions?,0.0,0.0,0.0,0.0,0.0,1
want to book a table there?,0.0,0.0,0.0,0.0,0.0,2
want to book a table?,0.0,0.0,0.0,0.0,0.0,1
want to book it anyways?,0.0,0.0,0.0,0.0,0.0,1
want to book it now?,0.0,0.0,0.0,0.0,0.0,1
want to book it?,0.0,0.002091959032468948,0.0,0.0,0.0,13
want to book something else?,0.0,0.0,0.0,0.0,0.0,1
want to get a reservation?,0.0,0.018972332015810278,0.0,0.0,0.0,1
want to go ahead and book it?,0.0,0.0,0.0,0.0,0.0,2
want to know anything else about it?,0.0,0.0,0.0,0.0,0.0,1
want to know anything else?,0.0,0.0,0.0,0.0,0.0,4
want to look elsewhere?,0.0,0.0,0.0,0.0,0.0,2
want to make a booking?,0.0,0.0,0.0,0.0,0.0,1
want to make a reservation somewhere else?,0.0,0.0,0.0,0.0,0.0,1
want to make a reservation?,0.0,0.0017582417582417582,0.0,0.0,0.0,12
want to plan a trip there?,0.0,0.0,0.0,0.0,0.0,1
want to stay there?,0.0,0.0,0.0,0.0,0.0,3
want to try it anyway?,0.0,0.0,0.0,0.0,0.0,1
want to try that place or somewhere else?,0.0,0.0,0.0,0.0,0.0,1
we could also look at some other options?,0.0,0.0,0.0,0.0,0.0,1
what accommodations are you looking for with your stay?,0.0,0.0,0.0,0.0,0.0,1
what amenities are you looking for?,0.0,0.0,0.0,0.0,0.0,1
what day are you wanting to book that for?,0.0,0.0,0.0,0.0,0.0,1
what days are you looking to stay there?,0.0,0.027866473149492022,0.0,0.0,0.0,1
what days will you be travelling?,0.0,0.0,0.0,0.0,0.0,1
what days would you be staying?,0.0,0.025363276089828274,0.0,0.0,0.0,1
what days would you like to stay?,0.0,0.0,0.0,0.0,0.0,1
what do you like to make a reservation there or can i help you with something else?,0.0,0.0,0.0,0.0,0.0,1
what do you think...would you like to give them a try?,0.0,0.0,0.0,0.0,0.0,1
what else are you looking for in a hotel in order to narrow down your choice?,0.0,0.0,0.0,0.0,0.0,1
what else can i do for you?,0.0,0.0,0.0,0.0,0.0,1
what else can i find out for you?,0.0,0.0,0.0,0.0,0.0,2
what else can i help you with?,0.0,0.0,0.0,0.0,0.0,2
what else can i tell you about a and b guesthouse?,0.0,0.0,0.0,0.0,0.0,1
what else can i tell you about the hotel?,0.0,0.027195467422096328,0.0,0.0,0.0,1
what else can i tell you about them?,0.0,0.0,0.0,0.0,0.0,3
what else can tell you about them?,0.0,0.0,0.0,0.0,0.0,1
what else do you need?,0.0,0.0,0.0,0.0,0.0,1
what else would you like to know about it?,0.0,0.0,0.0,0.0,0.0,2
what else would you like to know about meze bar?,0.0,0.0,0.0,0.0,0.0,1
what else would you like to know about them?,0.0,0.0,0.0,0.0,0.0,1
what else would you like to know?,0.0,0.0020016680567139285,0.0,0.0,0.0,8
what else?,0.0,0.0,0.0,0.0,0.0,1
what is your budge?,0.0,0.0,0.0,0.0,0.0,1
what is your budget?,0.0,0.0,0.0,0.0,0.0,3
what night would you like the reservation to begin?,0.0,0.0210989010989011,0.0,0.0,0.0,1
what nights were you planning to stay and what's the size of your party?,0.0,0.0,0.0,0.0,0.0,1
what other information do you need?,0.0,0.0,0.0,0.0,0.0,1
what other questions do you have?,0.0,0.0,0.0,0.0,0.0,1
what size do you need for your stay?,0.0,0.0,0.0,0.0,0.0,1
what size do you require?,0.0,0.0,0.0,0.0,0.0,1
what would you like to do?,0.0,0.0,0.0,0.0,0.0,1
when would you like me to book a table for?,0.0,0.0,0.0,0.0,0.0,1
when would you like me to book it for?,0.0,0.0,0.0,0.0,0.0,1
where would you like your train to leave from and go to?,0.0,0.0,0.0,0.0,0.0,1
which night would you like the reservation to start?,0.0,0.0,0.0,0.0,0.0,1
which one sounds better to you?,0.0,0.0,0.0,0.0,0.0,2
which one would you like me to book?,0.0,0.0,0.0,0.0,0.0,1
which one would you like to make a reservation at?,0.0,0.0,0.0,0.0,0.0,1
"will that be okay, or should i look at one of the other upscale options?",0.0,0.0,0.0,0.0,0.0,1
"will that be okay, or should i look for another option for you?",0.0,0.0,0.0,0.0,0.0,1
"will that still work for you, or should i look for something else?",0.0,0.022351571594877773,0.0,0.0,0.0,1
will that still work for you?,0.0,0.0,0.0,0.0,0.0,3
will that still work or would you like to try something else?,0.0,0.0,0.0,0.0,0.0,1
"will that still work, or should i find another option for you?",0.0,0.0,0.0,0.0,0.0,1
"will that still work, or should i look for another option?",0.0,0.0,0.0,0.0,0.0,1
"will that still work, or should i search for a location with a better view than yu garden?",0.0,0.0,0.0,0.0,0.0,1
"will that still work, or should i try something else?",0.0,0.0,0.0,0.0,0.0,1
"will that still work, or would you like a new reservation?",0.0,0.0,0.0,0.0,0.0,1
will that work for you or should i continue looking at other options?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or should i find another option?,0.0,0.0,0.0,0.0,0.0,3
will that work for you or should i find something else?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or should i keep looking?,0.0,0.023272727272727278,0.0,0.0,0.0,1
will that work for you or should i keep searching?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or should i look for something better?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or should i search for another option?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or should i try something else?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or would you like another option?,0.0,0.0,0.0,0.0,0.0,1
will that work for you or would you like to try something else?,0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or should i do another search?",0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or should i find another location?",0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or should i keep looking?",0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or should i run another search?",0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or should we find a different place and cancel this one?",0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or would you like another option?",0.0,0.0,0.0,0.0,0.0,1
"will that work for you, or would you like to try somewhere else?",0.0,0.0,0.0,0.0,0.0,1
will that work for you?,0.0,0.0013413441386055612,0.0,0.0,0.0,17
will that work or should i choose another hotel for you?,0.0,0.0,0.0,0.0,0.0,1
will that work or should i find an alternative location?,0.0,0.0,0.0,0.0,0.0,1
will that work or should i find another hotel for you?,0.0,0.0,0.0,0.0,0.0,1
will that work or should i find another option?,0.0,0.0,0.0,0.0,0.0,1
will that work or should i look for an option with larger rooms?,0.0,0.0,0.0,0.0,0.0,1
will that work or should i look for something else?,0.0,0.0,0.0,0.0,0.0,2
will that work or should we keep looking?,0.0,0.0,0.0,0.0,0.0,1
will that work or would you like to try another restaurant?,0.0,0.0,0.0,0.0,0.0,2
"will that work, or should i do another search?",0.0,0.0,0.0,0.0,0.0,1
"will that work, or should i look for a better option?",0.0,0.0,0.0,0.0,0.0,1
will that work?,0.0,0.0,0.0,0.0,0.0,1
will there be anything else you need?,0.0,0.0,0.0,0.0,0.0,1
will this booking also be for three people?,0.0,0.0,0.0,0.0,0.0,1
will this work for you?,0.0,0.0,0.0,0.0,0.0,1
would like me to book a table for you?,0.0,0.0,0.0,0.0,0.0,1
would like more information about them?,0.0,0.0,0.0,0.0,0.0,1
would like some more information about the place?,0.0,0.0,0.0,0.0,0.0,1
would you be interested in a reservation?,0.0,0.0,0.0,0.0,0.0,2
would you be interested in booking a room?,0.0,0.0,0.0,0.0,0.0,1
would you be interested in booking a table at curry prince?,0.0,0.0,0.0,0.0,0.0,1
would you be interested in exploring other options?,0.0,0.0225705329153605,0.0,0.0,0.0,1
would you be interested in making a reservation for dinner?,0.0,0.0,0.0,0.0,0.0,1
would you be interested in making a reservation?,0.0,0.0,0.0,0.0,0.0,7
would you be interested or should i find a location with a great view?,0.0,0.0,0.0,0.0,0.0,1
would you care to book a room there?,0.0,0.0,0.0,0.0,0.0,1
would you care to book a room?,0.0,0.0,0.0,0.0,0.0,1
would you care to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like a booking there?,0.0,0.0,0.0,0.0,0.0,1
would you like a booking?,0.0,0.0,0.0,0.0,0.0,1
would you like a little more information?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation at alpha-milton guest house?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation at j restaurant?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation at one of these?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation at university arms hotel?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation for a table outdoors?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation for the outdoor dining area?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation or should i look for places with outdoor dining as an option?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation still?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation there instead?,0.0,0.0,0.0,0.0,0.0,1
"would you like a reservation there, or any other information?",0.0,0.027866473149492022,0.0,0.0,0.0,1
would you like a reservation there?,0.0,0.0,0.0,0.0,0.0,4
would you like a reservation with them?,0.0,0.0,0.0,0.0,0.0,1
would you like a reservation?,0.0,0.0005078021687384291,0.0,0.0,0.0,38
would you like a room there?,0.0,0.0,0.0,0.0,0.0,1
would you like a room?,0.0,0.011641306648479576,0.0,0.0,0.0,4
would you like a table at royal spice?,0.0,0.0,0.0,0.0,0.0,1
would you like a table there?,0.0,0.0,0.0,0.0,0.0,1
would you like a table?,0.0,0.0,0.0,0.0,0.0,2
would you like a to book a table outdoors?,0.0,0.0,0.0,0.0,0.0,1
would you like a to book a table there?,0.0,0.0,0.0,0.0,0.0,1
would you like additional information about the nirala?,0.0,0.0,0.0,0.0,0.0,1
would you like additional information?,0.0,0.0,0.0,0.0,0.0,1
would you like another option?,0.0,0.0,0.0,0.0,0.0,2
would you like any further information about that option?,0.0,0.0,0.0,0.0,0.0,1
would you like any further information about them?,0.0,0.0,0.0,0.0,0.0,1
would you like any more information about it?,0.0,0.0,0.0,0.0,0.0,1
would you like any more information about this location?,0.0,0.0,0.0,0.0,0.0,1
would you like any more information?,0.0,0.0,0.0,0.0,0.0,3
would you like any other info?,0.0,0.0,0.0,0.0,0.0,1
would you like any other information about kirkwood house?,0.0,0.0,0.0,0.0,0.0,1
would you like any other information about the place?,0.0,0.0,0.0,0.0,0.0,1
would you like any other information about the property?,0.0,0.0,0.0,0.0,0.0,1
would you like any other information about them?,0.0,0.0,0.0,0.0,0.0,1
would you like any other information?,0.0,0.007104963721535076,0.0,0.0,0.0,6
would you like anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like assistance in booking a room?,0.0,0.0,0.0,0.0,0.0,1
would you like assistance with booking a table?,0.0,0.0,0.0,0.0,0.0,1
would you like for me to book a table for you?,0.0,0.0,0.0,0.0,0.0,1
would you like for me to book it for you?,0.0,0.0,0.0,0.0,0.0,1
would you like for me to book it?,0.0,0.023272727272727278,0.0,0.0,0.0,1
would you like for me to book you a reservation?,0.0,0.0,0.0,0.0,0.0,1
