,count
"('the', 'niral?')",1
"('people', 'would')",1
"('reservation', 'for?')",1
"('place', 'to')",2
"('i', 'pick')",1
"('pick', 'another')",1
"('have', 'futher')",1
"('futher', 'questions?')",1
"('place', 'else')",1
"('that', 'ok?')",1
"('there', 'a')",2
"('a', 'particular')",1
"('particular', 'drink')",1
"('drink', 'or')",1
"('or', 'further')",1
"('further', 'question')",1
"('question', 'you')",1
"('want', 'another')",1
"('another', 'suggestion?')",1
"('some', 'alternatives?')",1
"('the', 'galleria')",1
"('galleria', 'seems')",1
"('seems', 'to')",1
"('some', 'good')",1
"('good', 'non-alcoholic')",1
"('non-alcoholic', 'drink')",1
"('drink', 'options,')",1
"('options,', 'such')",1
"('such', 'as')",2
"('as', 'coconut')",1
"('coconut', 'drinks,')",1
"('drinks,', 'fruit')",1
"('fruit', 'juice,')",1
"('juice,', 'etc.')",1
"('etc.', 'would')",1
"('it', 'will')",1
"('will', 'work')",1
"('at', 'kohinoor?')",1
"('the', 'avalon?')",2
"('about', 'cotto?')",2
"('else', '?')",1
"('although', 'no')",1
"('no', 'place')",1
"('place', 'is')",1
"('is', 'completely')",1
"('completely', 'silent,')",1
"('silent,', 'right?')",1
"('about', 'bedouin?')",1
"('anything', 'more')",1
"('more', 'you')",1
"('it', 'before')",1
"('of', 'street')",1
"('street', 'noise')",1
"('noise', 'and')",1
"('can', 'be')",1
"('bit', 'noisy')",1
"('noisy', 'in')",1
"('the', 'rooms,')",1
"('rooms,', 'would')",2
"('the', 'hobsons')",1
"('hobsons', 'rooms')",1
"('rooms', 'seem')",1
"('be', 'quite')",2
"('small', 'in')",1
"('in', 'size')",1
"('size', 'according')",1
"('to', 'two')",1
"('two', 'guests,')",1
"('about', 'home')",1
"('home', 'from')",1
"('from', 'home?')",1
"('help', 'narrow')",1
"('hotel', 'a')",1
"('the', 'lovell')",1
"('lovell', 'lodge')",1
"('lodge', 'or')",1
"('help', 'decide?')",1
"('we', 'continue')",1
"('continue', 'on')",1
"('on', 'with')",1
"('at', 'cotto?')",1
"('more', 'highly-rated')",1
"('highly-rated', 'quiche?')",1
"('okay', 'for')",2
"('b', 'guesthouse?')",1
"('at', 'university')",1
"('arms', 'hotel?')",1
"('yes,', 'bangkok')",1
"('bangkok', 'city')",1
"('city', 'serves')",1
"('serves', 'alcoholic')",1
"('alcoholic', 'beverages,')",1
"('beverages,', 'do')",1
"('more', 'details')",1
"('details', 'from')",1
"('from', 'me')",1
"('you', 'good')",1
"('try', 'an')",1
"('alternative', 'date')",1
"('date', 'at')",1
"('the', 'leverton')",1
"('leverton', 'for')",1
"('your', 'trip?')",1
"('find', 'additional')",1
"('their', 'menu')",1
"('menu', 'or')",1
"('or', 'anything')",1
"('this', 'property?')",1
"('the', 'staff')",1
"('staff', 'at')",1
"('house', 'are')",1
"('are', 'considered')",1
"('be', 'friendly')",1
"('friendly', 'and')",1
"('and', 'welcoming,')",1
"('welcoming,', 'is')",1
"('with', 'relaxing')",1
"('relaxing', 'atmosphere?')",1
"('stay', 'somewhere')",1
"('before', 'i')",2
"('there', 'instead?')",1
"('the', 'address')",1
"('address', 'and')",1
"('and', 'phone')",1
"('phone', 'number?')",2
"('i', 'start')",1
"('start', 'another')",1
"('another', 'search')",1
"('more', 'info?')",1
"('the', 'ghandi?')",1
"('the', 'bedouin')",1
"('bedouin', 'restaurant?')",1
"('be', 'okay?')",1
"('give', 'this')",1
"('this', 'one')",1
"('one', 'a')",1
"('you', '?')",1
"('at', 'tandoori')",1
"('palace', 'instead?')",1
"('at', 'darrys')",1
"('darrys', 'cookhouse?')",1
"('bar', 'and')",1
"('and', 'steakhouse?')",1
"('about', 'saint')",1
"('saint', 'johns')",1
"('johns', 'chop')",1
"('a', 'nicer')",1
"('nicer', 'view?')",1
"('the', ""hotel's"")",1
"(""hotel's"", 'availability')",1
"('see', 'about')",1
"('about', 'making')",1
"('the', 'stazione?')",1
"('a', '&')",1
"('&', 'b?')",1
"('availability', 'there?')",1
"('different', 'restaurant')",3
"('restaurant', 'option?')",1
"('more', 'suitable')",2
"('suitable', 'place?')",1
"('help', 'book')",1
"('check', 'some')",1
"('for', 'value?')",1
"('something', 'better')",1
"('better', 'for')",1
"('book', 'there?')",2
"('there', 'now?')",2
"('give', 'any')",1
"('of', 'them')",1
"('other', 'info')",1
"('info', 'from')",1
"('maybe', 'it')",1
"('it', 'moved')",1
"('moved', 'since')",1
"('since', 'then?')",1
"('to', 'any')",1
"('the', 'contact')",1
"('contact', 'information')",1
"('the', 'property')",1
"('property', 'to')",1
"('better', 'choice')",1
"('choice', 'for')",1
"('you', 'inside')",1
"('inside', 'or')",1
"('about', 'alpha-milton?')",1
"('the', 'city')",1
"('city', 'centre')",1
"('centre', 'north')",1
"('north', 'b')",1
"('b', 'and')",1
"('b', 'has')",1
"('a', 'very')",1
"('clean', 'bathroom')",1
"('bathroom', 'according')",1
"('find', 'other')",1
"('on', 'about')",1
"('about', 'them??')",1
"('about', 'those')",1
"('those', 'two')",1
"('two', 'restaurants?')",2
"('better', 'view')",3
"('view', 'ratings?')",1
"(""it's"", 'right')",1
"('right', 'off')",1
"('off', 'the')",1
"('the', 'highway,')",1
"('highway,', 'will')",1
"('the', 'either')",1
"('get', 'information')",1
"('on', 'pizza')",1
"('pizza', 'express')",1
"('express', 'and')",1
"('and', 'pizza')",1
"('hut', 'as')",1
"('as', 'well?')",1
"('at', 'alpha-milton')",1
"('carolina', 'or')",1
"('out', 'the')",1
"('about', 'zizzi?')",1
"('hotel', 'elsewhere?')",1
"('about', 'archway')",2
"('does', 'it')",2
"('it', 'sound')",2
"('you', 'prefer')",1
"('prefer', 'to')",1
"('the', 'huntington')",1
"('huntington', 'marriott')",1
"('marriott', 'hotel?')",3
"('or', 'another')",1
"('be', 'very')",1
"('very', 'big')",1
"('big', 'at')",1
"('cambridge', 'belfry,')",1
"('belfry,', 'would')",1
"('like', 'try')",1
"('make', 'another')",1
"('another', 'reservation')",1
"('this', 'hotel,')",1
"('hotel,', 'perhaps')",1
"('perhaps', 'for')",1
"('different', 'date?')",1
"('still', 'think')",1
"('think', 'limehouse')",1
"('limehouse', 'would')",1
"('would', 'meet')",1
"('meet', 'your')",1
"('for', 'somewhere')",1
"('about', 'bangkok')",1
"('bangkok', 'city?')",1
"('better', 'more')",1
"('more', 'positive')",1
"('positive', 'reviews?')",1
"('serves', 'croquetas?')",1
"('view', 'than')",1
"('than', 'yu')",1
"('outdoor', 'option')",1
"('option', 'elsewhere?')",1
"('we', 'go')",1
"('that', 'reservation?')",1
"('further', 'information')",2
"('about', 'that')",1
"('that', 'option?')",1
"('a', 'specific')",1
"('specific', 'drink')",1
"('drink', ""you're"")",1
"(""you're"", 'interested')",1
"('assistance', 'to')",2
"('at', 'ask?')",1
"('like', 'anything')",1
"('about', 'prezzo?')",1
"('if', 'one')",1
"('rooms', 'is')",1
"('is', 'available?')",2
"('at', 'huntingdon')",1
"('huntingdon', 'marriott')",2
"('good', 'for')",1
"('find', 'restaurants')",1
"('restaurants', 'with')",1
"('reservation', 'somewhere')",2
"('else', 'instead?')",1
"('another,', 'less')",1
"('expensive', 'restaurant?')",1
"('india', 'house?')",1
"('on', 'ian')",1
"('ian', 'hong')",1
"('for', 'dinner?')",3
"('pizza', 'express?')",1
"('questions', 'do')",1
"('you', 'have?')",1
"('better', 'information?')",1
"('table', 'here?')",1
"('we', 'try')",1
"('rooms', 'at')",1
"('house', 'hotel')",1
"('hotel', 'are')",1
"('are', 'large')",1
"('large', 'according')",1
"('make', 'to')",1
"('you', 'today,')",1
"('today,', 'or')",1
"('i', 'hope')",1
"('hope', ""that's"")",2
"(""that's"", 'enough')",1
"('enough', 'to')",2
"('to', 'convince')",2
"('convince', 'you')",2
"('different', 'day')",1
"('anything', 'about')",1
"('another', 'questions')",1
"('better', 'service')",1
"('service', 'instead?')",1
"('try', 'this')",1
"('reviews', 'regarding')",1
"('regarding', 'noise?')",1
"('i', 'note')",1
"('note', 'on')",1
"('your', 'booking')",1
"('booking', 'that')",1
"('that', ""you've"")",1
"(""you've"", 'requested')",1
"('requested', 'a')",1
"('larger', 'room?')",1
"('ugly', 'duckling')",1
"('duckling', 'or')",1
"('the', 'restaurants')",1
"('restaurants', 'mentioned?')",1
"('better', 'atmosphere')",1
"('atmosphere', 'ratings?')",1
"('house', 'is')",1
"('for', 'having')",1
"('having', 'large')",1
"('large', 'guest')",1
"('guest', 'rooms,')",1
"('you', 'with??')",1
"('for', '8')",1
"('8', 'for')",1
"('at', 'cow')",1
"('pizza', 'kitchen')",1
"('kitchen', 'and')",1
"('and', 'bar?')",1
"('check', 'with')",1
"('with', 'them')",1
"('them', 'and')",1
"('and', 'see')",1
"('if', 'a')",1
"('room', 'is')",1
"('want', 'your')",1
"('before', 'booking?')",1
"('different', 'indian')",1
"('indian', 'option')",1
"('reservation', 'elsewhere?')",1
"('of', 'any')",1
"('hotels', 'for')",1
"('you', 'outside?')",1
"('at', 'cambridge')",1
"('sitar', 'tandoori')",1
"('tandoori', 'is')",1
"('is', 'about')",1
"('about', '50/50,')",1
"('50/50,', 'would')",1
"('higher', 'service')",1
"('service', 'ratings?')",1
"('book', 'at')",1
"('at', 'table')",1
"('book', 'it,')",2
"('it,', 'or')",2
"('answer', 'additional')",1
"('between', 'the')",1
"('the', 'two')",1
"('affordable', 'place')",2
"('or', 'i')",1
"('with', 'another')",1
"('i', 'book?')",1
"('table', 'tonight?')",1
"('other', 'indian')",1
"('indian', 'options')",1
"('options', 'in')",1
"('the', 'west?')",1
"('another', 'italian')",1
"('italian', 'restaurant')",1
"('restaurant', 'instead?')",1
"('need', 'for')",1
"('the', 'portions')",1
"('portions', 'a')",1
"('you', 'interesting')",1
"('interesting', 'in')",1
"('were', 'also')",1
"('some', 'customers')",1
"('customers', 'who')",1
"('who', ""didn't"")",1
"(""didn't"", 'like')",1
"('the', 'location')",1
"('location', 'saying')",1
"('not', 'in')",1
"('the', 'best')",1
"('best', 'area,')",1
"('area,', 'would')",2
"('good', 'fit')",1
"('fit', 'for')",1
"('have', 'alcoholic')",1
"('alcoholic', 'drinks')",1
"('drinks', 'and')",1
"('and', 'cocktails,')",1
"('cocktails,', 'would')",1
"('or', 'did')",1
"('to', 'stick')",1
"('stick', 'to')",1
"('to', 'delivery?')",1
"('at', 'wagamama?')",1
"('suitable', 'option')",1
"('at', 'something')",1
"('a', 'resevation?')",1
"('booking', 'now?')",1
"('location', 'that')",1
"('location', 'or')",1
"('to', 'now')",1
"('now', 'more')",1
"('about', ""rosa's"")",1
"(""rosa's"", 'before')",1
"('the', 'three')",1
"('three', 'restaurants?')",1
"('i', 'verify')",1
"('verify', 'your')",1
"('your', 'reservations?')",1
"('with', 'free')",1
"('free', 'wifi?')",1
"('are', 'reported')",1
"('reported', 'to')",1
"('be', 'pristine,')",1
"('pristine,', 'they')",1
"('have', 'no')",1
"('no', 'dust,')",1
"('dust,', 'is')",1
"('book', 'your')",1
"('caffe', 'uno')",1
"('uno', 'for')",1
"('at', 'someplace')",1
"('reservations', 'there?')",1
"('these', 'places?')",2
"('the', 'lodging?')",1
"('allenbell', 'offers')",1
"('offers', 'big')",1
"('big', 'rooms')",1
"('rooms', 'according')",1
"('reviewer,', 'do')",1
"('has', 'no')",1
"('no', 'alcohol')",1
"('alcohol', 'at')",1
"('about', 'these')",1
"('these', 'restaurants')",1
"('restaurants', 'for')",1
"('more', 'lively')",1
"('lively', 'ambiance?')",1
"('on', 'that?')",1
"('if', 'you')",1
"('would', 'like,')",1
"('like,', 'i')",1
"('can', 'book')",1
"('more', 'reasonable,')",1
"('reasonable,', 'place?')",1
"('check', 'the')",1
"('the', 'guesthouses')",1
"('guesthouses', 'in')",1
"('the', 'east')",1
"('east', 'for')",1
"('for', 'wi-fi?')",1
"('better', 'wifi')",1
"('wifi', 'for')",1
"('better', 'hotel')",1
"('hotel', 'option?')",1
"('nandos', 'does')",1
"('not', 'have')",1
"('outdoor', 'seating,')",1
"('seating,', 'do')",1
"('serves', 'pizza?')",1
"('about', 'cambridge')",1
"('cambridge', 'lodge?')",1
"('another', 'dining')",1
"('have', 'nicer')",1
"('nicer', 'views?')",1
"('you', 'find')",2
"('has', 'plenty')",1
"('plenty', 'of')",1
"('of', 'options?')",1
"('at', 'autumn')",1
"('keep', 'looking')",1
"('the', 'hotels?')",1
"('more', 'interesting')",1
"('interesting', 'decor?')",1
"('at', 'that')",1
"('that', 'hotel?')",1
"('proceed', 'and')",2
"('with', 'cleaner')",1
"('cleaner', 'rooms?')",1
"('about', 'graffiti?')",1
"('do', 'to')",1
"('assist', 'you?')",1
"('at', 'restaurant')",1
"('restaurant', 'one')",1
"('one', 'seven')",1
"('seven', 'for')",1
"('staying', 'there')",1
"('to', 'try?')",1
"('is', 'thee')",1
"('thee', 'anything')",1
"('know', 'make')",1
"('into', 'that')",1
"('stay', 'elsewhere?')",1
"('about', 'cityoomz?')",1
"('option', 'or')",1
"('other', 'three?')",1
"('about', 'some')",1
"('about', 'hobsons')",1
"('a', 'seafood')",1
"('seafood', 'specialty?')",1
"('for', 'bed')",1
"('an', 'alternative?')",1
"('this', 'okay?')",1
"('the', 'patio?')",1
"('do', 'either')",1
"('of', 'those')",1
"('those', 'sound')",1
"('with', 'really')",1
"('really', 'nice')",1
"('nice', 'decor?')",1
"('with', 'such')",1
"('as', 'booking')",1
"('worth', 'house')",1
"('your', 'booking?')",1
"('more', 'upscale')",1
"('upscale', 'decor?')",1
"('yes,', 'it')",1
"('it', 'appears')",1
"('appears', 'that')",1
"('that', 'sala')",1
"('sala', 'thong')",1
"('thong', 'is')",1
"('is', 'located')",1
"('located', 'in')",1
"('a', 'nice')",2
"('nice', 'area,')",1
"('there', 'anyway?')",1
"('only', 'one')",1
"('view', 'was')",1
"('not', 'that')",1
"('that', 'great,')",1
"('great,', 'do')",1
"('location', 'instead?')",1
"('ensure', 'that')",1
"('nice', 'view?')",1
"('el', 'sheddai?')",1
"('their', 'wifi?')",1
"('your', 'party')",1
"('party', 'outdoors?')",1
"('their', 'address')",1
"('address', 'or')",1
"('or', 'phone')",1
"('booking', 'it')",1
"('view', 'reviews?')",1
"('another', 'one?')",1
"('anythinf', 'else')",1
"('make', 'reservation?')",1
"('different', 'area?')",1
"('the', 'express?')",1
"('or', 'answer')",1
"('answer', 'other')",1
"('we', 'could')",1
"('could', 'also')",1
"('also', 'look')",1
"('at', 'bedouin?')",1
"('do', 'anything')",1
"('pizza', 'hut?')",1
"('affordable', 'option?')",1
"('all', 'right')",1
"('right', 'for')",1
"('table', '?')",1
"('about', 'hk')",1
"('hk', 'fusion,')",1
"('fusion,', 'or')",1
"(""that's"", 'good')",1
"('and', 'try')",1
"('you', 'ok')",1
"('with', 'dining')",1
"('dining', 'indoors?')",1
"('book', 'ashley')",1
"('any', 'thing')",1
"('thing', 'else?')",1
"('yes,', 'all')",1
"('all', 'of')",1
"('i', 'found')",1
"('found', 'say')",1
"('say', 'that')",1
"('hotel', 'is')",1
"('is', 'exceptionally')",1
"('exceptionally', 'clean,')",1
"('clean,', 'would')",1
"('at', 'worth')",1
"('portion', 'sizes')",1
"('sizes', 'at')",1
"('at', 'peking')",1
"('peking', 'restaurant')",1
"('restaurant', 'are')",1
"('quite', 'large,')",1
"('large,', 'do')",1
"('what', 'day')",1
"('day', 'are')",1
"('you', 'wanting')",1
"('wanting', 'to')",1
"('that', 'for?')",1
"('your', 'dates?')",1
"('at', 'travellers')",1
"('travellers', 'rest?')",1
"('better', 'noise')",1
"('noise', 'ratings?')",1
"('at', 'finches?')",1
